batter,bowler,balls,runs,dismissals,boundaries,strike_rate,dismissal_rate,boundary_rate,strike_rate_norm,boundary_rate_norm,dismissal_rate_temp,dismissal_rate_norm,batter_matchup_score,bowler_matchup_score
M Vijay,IC Pandey,14,20,0,3,142.85714285714286,0.0,0.21428571428571427,0.27777777777777773,0.21428571428571427,0.0,1.0,0.44246031746031744,0.5575396825396826
M Vijay,IK Pathan,13,19,0,3,146.15384615384613,0.0,0.23076923076923078,0.2841880341880341,0.23076923076923078,0.0,1.0,0.44978632478632474,0.5502136752136753
M Vijay,Iqbal Abdulla,21,27,0,4,128.57142857142858,0.0,0.19047619047619047,0.25,0.19047619047619047,0.0,1.0,0.4226190476190476,0.5773809523809523
M Vijay,J Suchith,10,13,0,1,130.0,0.0,0.1,0.25277777777777777,0.1,0.0,1.0,0.4013888888888889,0.5986111111111111
M Vijay,JD Unadkat,14,24,0,4,171.42857142857142,0.0,0.2857142857142857,0.33333333333333326,0.2857142857142857,0.0,1.0,0.488095238095238,0.511904761904762
M Vijay,JE Taylor,9,6,0,0,66.66666666666666,0.0,0.0,0.1296296296296296,0.0,0.0,1.0,0.31481481481481477,0.6851851851851852
M Vijay,JH Kallis,12,11,0,1,91.66666666666666,0.0,0.08333333333333333,0.1782407407407407,0.08333333333333333,0.0,1.0,0.35995370370370366,0.6400462962962963
M Vijay,JJ Bumrah,16,10,1,1,62.5,0.0625,0.0625,0.12152777777777776,0.0625,0.14583333333333334,0.8541666666666666,0.2899305555555555,0.7100694444444444
M Vijay,JL Pattinson,7,0,1,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.16666666666666669,0.8333333333333333
M Vijay,JP Faulkner,8,9,0,1,112.5,0.0,0.125,0.21874999999999997,0.125,0.0,1.0,0.390625,0.609375
M Vijay,K Rabada,6,2,0,0,33.33333333333333,0.0,0.0,0.0648148148148148,0.0,0.0,1.0,0.2824074074074074,0.7175925925925926
M Vijay,KH Pandya,20,21,0,3,105.0,0.0,0.15,0.20416666666666664,0.15,0.0,1.0,0.3895833333333333,0.6104166666666667
M Vijay,KP Pietersen,7,22,1,3,314.2857142857143,0.14285714285714285,0.42857142857142855,0.611111111111111,0.42857142857142855,0.3333333333333333,0.6666666666666667,0.5793650793650793,0.4206349206349207
M Vijay,KV Sharma,17,9,0,0,52.94117647058824,0.0,0.0,0.10294117647058823,0.0,0.0,1.0,0.3014705882352941,0.6985294117647058
M Vijay,M Ashwin,7,11,1,1,157.14285714285714,0.14285714285714285,0.14285714285714285,0.3055555555555555,0.14285714285714285,0.3333333333333333,0.6666666666666667,0.3551587301587302,0.6448412698412698
M Vijay,M Kartik,9,4,0,0,44.44444444444444,0.0,0.0,0.08641975308641973,0.0,0.0,1.0,0.29320987654320985,0.7067901234567902
M Vijay,M Morkel,14,10,1,2,71.42857142857143,0.07142857142857142,0.14285714285714285,0.13888888888888887,0.14285714285714285,0.16666666666666666,0.8333333333333334,0.3134920634920635,0.6865079365079365
M Vijay,M Muralitharan,6,2,2,0,33.33333333333333,0.3333333333333333,0.0,0.0648148148148148,0.0,0.7777777777777778,0.2222222222222222,0.08796296296296295,0.9120370370370371
M Vijay,M de Lange,10,19,0,4,190.0,0.0,0.4,0.3694444444444444,0.4,0.0,1.0,0.5347222222222222,0.4652777777777778
M Vijay,MG Johnson,15,14,2,2,93.33333333333333,0.13333333333333333,0.13333333333333333,0.18148148148148144,0.13333333333333333,0.3111111111111111,0.6888888888888889,0.2962962962962963,0.7037037037037037
M Vijay,MJ McClenaghan,26,38,0,7,146.15384615384613,0.0,0.2692307692307692,0.2841880341880341,0.2692307692307692,0.0,1.0,0.4594017094017094,0.5405982905982907
M Vijay,MM Sharma,7,6,1,1,85.71428571428571,0.14285714285714285,0.14285714285714285,0.16666666666666663,0.14285714285714285,0.3333333333333333,0.6666666666666667,0.2857142857142857,0.7142857142857143
M Vijay,MR Marsh,7,14,0,2,200.0,0.0,0.2857142857142857,0.38888888888888884,0.2857142857142857,0.0,1.0,0.5158730158730158,0.4841269841269842
M Vijay,P Kumar,19,33,0,5,173.6842105263158,0.0,0.2631578947368421,0.33771929824561403,0.2631578947368421,0.0,1.0,0.48464912280701755,0.5153508771929824
M Vijay,PP Chawla,14,10,0,0,71.42857142857143,0.0,0.0,0.13888888888888887,0.0,0.0,1.0,0.3194444444444444,0.6805555555555556
M Vijay,PP Ojha,20,23,0,2,114.99999999999999,0.0,0.1,0.22361111111111104,0.1,0.0,1.0,0.3868055555555555,0.6131944444444445
M Vijay,PV Tambe,6,5,0,0,83.33333333333334,0.0,0.0,0.16203703703703703,0.0,0.0,1.0,0.3310185185185185,0.6689814814814815
M Vijay,R Ashwin,17,10,1,1,58.82352941176471,0.058823529411764705,0.058823529411764705,0.11437908496732026,0.058823529411764705,0.13725490196078433,0.8627450980392157,0.2875816993464052,0.7124183006535948
M Vijay,R Rampaul,8,3,2,0,37.5,0.25,0.0,0.07291666666666666,0.0,0.5833333333333334,0.41666666666666663,0.140625,0.859375
M Vijay,R Vinay Kumar,18,16,1,2,88.88888888888889,0.05555555555555555,0.1111111111111111,0.17283950617283947,0.1111111111111111,0.12962962962962962,0.8703703703703703,0.3317901234567901,0.6682098765432098
M Vijay,RA Jadeja,7,7,0,1,100.0,0.0,0.14285714285714285,0.19444444444444442,0.14285714285714285,0.0,1.0,0.3829365079365079,0.6170634920634921
M Vijay,RD Chahar,7,7,0,0,100.0,0.0,0.0,0.19444444444444442,0.0,0.0,1.0,0.3472222222222222,0.6527777777777778
M Vijay,RE van der Merwe,10,9,0,0,90.0,0.0,0.0,0.175,0.0,0.0,1.0,0.3375,0.6625
M Vijay,RJ Harris,13,14,0,2,107.6923076923077,0.0,0.15384615384615385,0.20940170940170938,0.15384615384615385,0.0,1.0,0.39316239316239315,0.6068376068376069
M Vijay,RR Powar,8,6,1,1,75.0,0.125,0.125,0.14583333333333331,0.125,0.2916666666666667,0.7083333333333333,0.28125,0.71875
M Vijay,S Aravind,10,11,2,2,110.00000000000001,0.2,0.2,0.21388888888888888,0.2,0.46666666666666673,0.5333333333333332,0.29027777777777775,0.7097222222222223
M Vijay,S Gopal,7,5,2,1,71.42857142857143,0.2857142857142857,0.14285714285714285,0.13888888888888887,0.14285714285714285,0.6666666666666666,0.33333333333333337,0.1884920634920635,0.8115079365079365
M Vijay,S Narwal,8,25,0,5,312.5,0.0,0.625,0.6076388888888888,0.625,0.0,1.0,0.7100694444444444,0.2899305555555556
M Vijay,SK Trivedi,9,9,2,1,100.0,0.2222222222222222,0.1111111111111111,0.19444444444444442,0.1111111111111111,0.5185185185185185,0.4814814814814815,0.24537037037037035,0.7546296296296297
M Vijay,SL Malinga,18,20,0,2,111.11111111111111,0.0,0.1111111111111111,0.21604938271604937,0.1111111111111111,0.0,1.0,0.38580246913580246,0.6141975308641976
M Vijay,SP Narine,10,6,1,0,60.0,0.1,0.0,0.11666666666666665,0.0,0.23333333333333336,0.7666666666666666,0.24999999999999997,0.75
M Vijay,SR Watson,15,9,2,1,60.0,0.13333333333333333,0.06666666666666667,0.11666666666666665,0.06666666666666667,0.3111111111111111,0.6888888888888889,0.24722222222222223,0.7527777777777778
M Vijay,STR Binny,17,27,1,4,158.8235294117647,0.058823529411764705,0.23529411764705882,0.30882352941176466,0.23529411764705882,0.13725490196078433,0.8627450980392157,0.42892156862745096,0.571078431372549
M Vijay,SW Tait,6,3,0,0,50.0,0.0,0.0,0.09722222222222221,0.0,0.0,1.0,0.2986111111111111,0.7013888888888888
M Vijay,TA Boult,17,23,0,3,135.29411764705884,0.0,0.17647058823529413,0.2630718954248366,0.17647058823529413,0.0,1.0,0.42565359477124187,0.5743464052287581
M Vijay,TG Southee,27,30,1,3,111.11111111111111,0.037037037037037035,0.1111111111111111,0.21604938271604937,0.1111111111111111,0.08641975308641975,0.9135802469135803,0.36419753086419754,0.6358024691358024
M Vijay,UT Yadav,12,17,0,3,141.66666666666669,0.0,0.25,0.27546296296296297,0.25,0.0,1.0,0.4502314814814815,0.5497685185185185
M Vijay,VR Aaron,22,27,0,3,122.72727272727273,0.0,0.13636363636363635,0.23863636363636362,0.13636363636363635,0.0,1.0,0.4034090909090909,0.5965909090909092
M Vijay,WPUJC Vaas,6,3,1,0,50.0,0.16666666666666666,0.0,0.09722222222222221,0.0,0.3888888888888889,0.6111111111111112,0.2013888888888889,0.7986111111111112
M Vijay,YK Pathan,12,13,0,1,108.33333333333333,0.0,0.08333333333333333,0.2106481481481481,0.08333333333333333,0.0,1.0,0.3761574074074074,0.6238425925925926
M Vijay,YS Chahal,9,13,0,2,144.44444444444443,0.0,0.2222222222222222,0.2808641975308641,0.2222222222222222,0.0,1.0,0.44598765432098764,0.5540123456790124
M Vijay,Z Khan,11,5,0,0,45.45454545454545,0.0,0.0,0.08838383838383837,0.0,0.0,1.0,0.29419191919191917,0.7058080808080809
M Vohra,AB Dinda,14,31,1,6,221.42857142857144,0.07142857142857142,0.42857142857142855,0.4305555555555555,0.42857142857142855,0.16666666666666666,0.8333333333333334,0.5307539682539683,0.46924603174603174
M Vohra,AD Russell,6,0,1,0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3888888888888889,0.6111111111111112,0.1527777777777778,0.8472222222222222
M Vohra,Ankit Sharma,9,9,1,0,100.0,0.1111111111111111,0.0,0.19444444444444442,0.0,0.25925925925925924,0.7407407407407407,0.2824074074074074,0.7175925925925926
M Vohra,B Kumar,25,19,1,3,76.0,0.04,0.12,0.14777777777777776,0.12,0.09333333333333334,0.9066666666666666,0.33055555555555555,0.6694444444444445
M Vohra,B Stanlake,11,12,0,1,109.09090909090908,0.0,0.09090909090909091,0.21212121212121207,0.09090909090909091,0.0,1.0,0.3787878787878788,0.6212121212121212
M Vohra,BB Sran,6,17,0,3,283.33333333333337,0.0,0.5,0.5509259259259259,0.5,0.0,1.0,0.650462962962963,0.349537037037037
M Vohra,CR Woakes,6,9,1,2,150.0,0.16666666666666666,0.3333333333333333,0.29166666666666663,0.3333333333333333,0.3888888888888889,0.6111111111111112,0.3819444444444444,0.6180555555555556
M Vohra,DT Christian,6,6,0,1,100.0,0.0,0.16666666666666666,0.19444444444444442,0.16666666666666666,0.0,1.0,0.38888888888888884,0.6111111111111112
M Vohra,DW Steyn,8,20,0,2,250.0,0.0,0.25,0.48611111111111105,0.25,0.0,1.0,0.5555555555555556,0.4444444444444444
M Vohra,I Sharma,14,24,0,4,171.42857142857142,0.0,0.2857142857142857,0.33333333333333326,0.2857142857142857,0.0,1.0,0.488095238095238,0.511904761904762
M Vohra,Imran Tahir,12,8,2,1,66.66666666666666,0.16666666666666666,0.08333333333333333,0.1296296296296296,0.08333333333333333,0.3888888888888889,0.6111111111111112,0.23842592592592593,0.7615740740740741
M Vohra,JA Richardson,7,12,0,2,171.42857142857142,0.0,0.2857142857142857,0.33333333333333326,0.2857142857142857,0.0,1.0,0.488095238095238,0.511904761904762
M Vohra,JD Unadkat,8,7,0,0,87.5,0.0,0.0,0.17013888888888887,0.0,0.0,1.0,0.3350694444444444,0.6649305555555556
M Vohra,JDS Neesham,6,14,0,3,233.33333333333334,0.0,0.5,0.45370370370370366,0.5,0.0,1.0,0.6018518518518519,0.39814814814814814
M Vohra,M Ashwin,8,10,0,1,125.0,0.0,0.125,0.24305555555555552,0.125,0.0,1.0,0.4027777777777778,0.5972222222222222
M Vohra,M Morkel,10,9,1,1,90.0,0.1,0.1,0.175,0.1,0.23333333333333336,0.7666666666666666,0.30416666666666664,0.6958333333333333
M Vohra,MC Henriques,11,22,0,4,200.0,0.0,0.36363636363636365,0.38888888888888884,0.36363636363636365,0.0,1.0,0.5353535353535354,0.46464646464646464
M Vohra,MR Marsh,7,11,0,1,157.14285714285714,0.0,0.14285714285714285,0.3055555555555555,0.14285714285714285,0.0,1.0,0.4384920634920635,0.5615079365079365
M Vohra,Mohammad Nabi,11,16,0,2,145.45454545454547,0.0,0.18181818181818182,0.2828282828282828,0.18181818181818182,0.0,1.0,0.43686868686868685,0.5631313131313131
M Vohra,Mohammed Shami,14,26,0,4,185.71428571428572,0.0,0.2857142857142857,0.36111111111111105,0.2857142857142857,0.0,1.0,0.501984126984127,0.498015873015873
M Vohra,R Sharma,9,13,0,2,144.44444444444443,0.0,0.2222222222222222,0.2808641975308641,0.2222222222222222,0.0,1.0,0.44598765432098764,0.5540123456790124
M Vohra,Rashid Khan,17,39,0,7,229.41176470588235,0.0,0.4117647058823529,0.44607843137254893,0.4117647058823529,0.0,1.0,0.5759803921568627,0.4240196078431373
M Vohra,S Kaul,11,17,0,1,154.54545454545453,0.0,0.09090909090909091,0.30050505050505044,0.09090909090909091,0.0,1.0,0.42297979797979796,0.577020202020202
M Vohra,S Nadeem,9,14,1,1,155.55555555555557,0.1111111111111111,0.1111111111111111,0.30246913580246915,0.1111111111111111,0.25925925925925924,0.7407407407407407,0.36419753086419754,0.6358024691358024
M Vohra,SM Curran,7,9,1,1,128.57142857142858,0.14285714285714285,0.14285714285714285,0.25,0.14285714285714285,0.3333333333333333,0.6666666666666667,0.3273809523809524,0.6726190476190477
M Vohra,Sandeep Sharma,6,3,1,0,50.0,0.16666666666666666,0.0,0.09722222222222221,0.0,0.3888888888888889,0.6111111111111112,0.2013888888888889,0.7986111111111112
M Vohra,WD Parnell,12,15,0,3,125.0,0.0,0.25,0.24305555555555552,0.25,0.0,1.0,0.4340277777777778,0.5659722222222222
MA Agarwal,A Nehra,11,9,2,2,81.81818181818183,0.18181818181818182,0.18181818181818182,0.1590909090909091,0.18181818181818182,0.42424242424242425,0.5757575757575757,0.2689393939393939,0.7310606060606061
MA Agarwal,A Nortje,19,27,0,6,142.10526315789474,0.0,0.3157894736842105,0.2763157894736842,0.3157894736842105,0.0,1.0,0.4671052631578947,0.5328947368421053
MA Agarwal,AD Russell,12,12,1,0,100.0,0.08333333333333333,0.0,0.19444444444444442,0.0,0.19444444444444445,0.8055555555555556,0.2986111111111111,0.7013888888888888
MA Agarwal,AR Patel,37,27,3,1,72.97297297297297,0.08108108108108109,0.02702702702702703,0.14189189189189186,0.02702702702702703,0.1891891891891892,0.8108108108108107,0.2804054054054054,0.7195945945945946
MA Agarwal,Anureet Singh,24,25,1,4,104.16666666666667,0.041666666666666664,0.16666666666666666,0.20254629629629628,0.16666666666666666,0.09722222222222222,0.9027777777777778,0.36863425925925924,0.6313657407407407
MA Agarwal,Arjun Tendulkar,6,2,0,0,33.33333333333333,0.0,0.0,0.0648148148148148,0.0,0.0,1.0,0.2824074074074074,0.7175925925925926
MA Agarwal,Arshdeep Singh,6,9,0,2,150.0,0.0,0.3333333333333333,0.29166666666666663,0.3333333333333333,0.0,1.0,0.47916666666666663,0.5208333333333334
MA Agarwal,B Kumar,14,16,0,2,114.28571428571428,0.0,0.14285714285714285,0.22222222222222218,0.14285714285714285,0.0,1.0,0.3968253968253968,0.6031746031746033
MA Agarwal,B Lee,7,8,0,1,114.28571428571428,0.0,0.14285714285714285,0.22222222222222218,0.14285714285714285,0.0,1.0,0.3968253968253968,0.6031746031746033
MA Agarwal,C Sakariya,7,6,0,0,85.71428571428571,0.0,0.0,0.16666666666666663,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667
MA Agarwal,CH Morris,21,32,1,5,152.38095238095238,0.047619047619047616,0.23809523809523808,0.2962962962962963,0.23809523809523808,0.11111111111111112,0.8888888888888888,0.4298941798941799,0.5701058201058201
MA Agarwal,CV Varun,17,14,1,1,82.35294117647058,0.058823529411764705,0.058823529411764705,0.16013071895424832,0.058823529411764705,0.13725490196078433,0.8627450980392157,0.3104575163398693,0.6895424836601307
MA Agarwal,DJ Willey,7,11,0,1,157.14285714285714,0.0,0.14285714285714285,0.3055555555555555,0.14285714285714285,0.0,1.0,0.4384920634920635,0.5615079365079365
MA Agarwal,DL Chahar,6,6,0,1,100.0,0.0,0.16666666666666666,0.19444444444444442,0.16666666666666666,0.0,1.0,0.38888888888888884,0.6111111111111112
MA Agarwal,DR Sams,6,3,0,0,50.0,0.0,0.0,0.09722222222222221,0.0,0.0,1.0,0.2986111111111111,0.7013888888888888
MA Agarwal,DW Steyn,12,9,0,1,75.0,0.0,0.08333333333333333,0.14583333333333331,0.08333333333333333,0.0,1.0,0.34375,0.65625
MA Agarwal,GHS Garton,13,12,0,1,92.3076923076923,0.0,0.07692307692307693,0.17948717948717946,0.07692307692307693,0.0,1.0,0.358974358974359,0.641025641025641
MA Agarwal,HV Patel,6,2,0,0,33.33333333333333,0.0,0.0,0.0648148148148148,0.0,0.0,1.0,0.2824074074074074,0.7175925925925926
MA Agarwal,Harbhajan Singh,9,13,2,2,144.44444444444443,0.2222222222222222,0.2222222222222222,0.2808641975308641,0.2222222222222222,0.5185185185185185,0.4814814814814815,0.316358024691358,0.683641975308642
MA Agarwal,Harshit Rana,19,27,2,4,142.10526315789474,0.10526315789473684,0.21052631578947367,0.2763157894736842,0.21052631578947367,0.2456140350877193,0.7543859649122807,0.3793859649122807,0.6206140350877193
MA Agarwal,I Sharma,18,33,0,6,183.33333333333331,0.0,0.3333333333333333,0.3564814814814814,0.3333333333333333,0.0,1.0,0.511574074074074,0.48842592592592604
MA Agarwal,J Botha,9,23,0,4,255.55555555555554,0.0,0.4444444444444444,0.4969135802469135,0.4444444444444444,0.0,1.0,0.6095679012345678,0.39043209876543217
MA Agarwal,JA Morkel,7,11,0,2,157.14285714285714,0.0,0.2857142857142857,0.3055555555555555,0.2857142857142857,0.0,1.0,0.4742063492063492,0.5257936507936508
MA Agarwal,JJ Bumrah,10,4,2,1,40.0,0.2,0.1,0.07777777777777777,0.1,0.46666666666666673,0.5333333333333332,0.1972222222222222,0.8027777777777778
MA Agarwal,JO Holder,8,12,0,2,150.0,0.0,0.25,0.29166666666666663,0.25,0.0,1.0,0.4583333333333333,0.5416666666666667
MA Agarwal,JP Behrendorff,8,9,0,1,112.5,0.0,0.125,0.21874999999999997,0.125,0.0,1.0,0.390625,0.609375
MA Agarwal,K Rabada,17,18,0,2,105.88235294117648,0.0,0.11764705882352941,0.20588235294117646,0.11764705882352941,0.0,1.0,0.38235294117647056,0.6176470588235294
MA Agarwal,KH Pandya,24,46,1,6,191.66666666666669,0.041666666666666664,0.25,0.3726851851851852,0.25,0.09722222222222222,0.9027777777777778,0.47453703703703703,0.525462962962963
MA Agarwal,KL Nagarkoti,6,12,0,2,200.0,0.0,0.3333333333333333,0.38888888888888884,0.3333333333333333,0.0,1.0,0.5277777777777777,0.4722222222222223
MA Agarwal,Kartik Tyagi,9,15,0,3,166.66666666666669,0.0,0.3333333333333333,0.32407407407407407,0.3333333333333333,0.0,1.0,0.49537037037037035,0.5046296296296297
MA Agarwal,Kuldeep Yadav,16,13,0,0,81.25,0.0,0.0,0.15798611111111108,0.0,0.0,1.0,0.3289930555555555,0.6710069444444444
MA Agarwal,M Morkel,9,9,1,1,100.0,0.1111111111111111,0.1111111111111111,0.19444444444444442,0.1111111111111111,0.25925925925925924,0.7407407407407407,0.3101851851851852,0.6898148148148149
MA Agarwal,M Muralitharan,9,17,0,2,188.88888888888889,0.0,0.2222222222222222,0.3672839506172839,0.2222222222222222,0.0,1.0,0.4891975308641975,0.5108024691358025
MA Agarwal,M Prasidh Krishna,19,34,1,6,178.94736842105263,0.05263157894736842,0.3157894736842105,0.34795321637426896,0.3157894736842105,0.12280701754385966,0.8771929824561403,0.4722222222222222,0.5277777777777778
MA Agarwal,MA Starc,13,19,0,3,146.15384615384613,0.0,0.23076923076923078,0.2841880341880341,0.23076923076923078,0.0,1.0,0.44978632478632474,0.5502136752136753
MA Agarwal,MG Johnson,11,20,0,3,181.8181818181818,0.0,0.2727272727272727,0.3535353535353535,0.2727272727272727,0.0,1.0,0.4949494949494949,0.5050505050505051
MA Agarwal,MM Sharma,13,29,0,3,223.0769230769231,0.0,0.23076923076923078,0.4337606837606837,0.23076923076923078,0.0,1.0,0.5245726495726495,0.4754273504273505
MA Agarwal,MP Stoinis,18,29,2,4,161.11111111111111,0.1111111111111111,0.2222222222222222,0.31327160493827155,0.2222222222222222,0.25925925925925924,0.7407407407407407,0.3973765432098765,0.6026234567901235
MA Agarwal,MR Marsh,9,13,0,1,144.44444444444443,0.0,0.1111111111111111,0.2808641975308641,0.1111111111111111,0.0,1.0,0.41820987654320985,0.5817901234567902
MA Agarwal,Mohammad Nabi,11,15,0,2,136.36363636363635,0.0,0.18181818181818182,0.2651515151515151,0.18181818181818182,0.0,1.0,0.428030303030303,0.571969696969697
MA Agarwal,Mohammed Siraj,23,33,0,5,143.47826086956522,0.0,0.21739130434782608,0.2789855072463768,0.21739130434782608,0.0,1.0,0.4438405797101449,0.5561594202898551
MA Agarwal,Mohsin Khan,10,13,0,2,130.0,0.0,0.2,0.25277777777777777,0.2,0.0,1.0,0.4263888888888889,0.5736111111111111
MA Agarwal,Mustafizur Rahman,6,8,0,1,133.33333333333331,0.0,0.16666666666666666,0.2592592592592592,0.16666666666666666,0.0,1.0,0.4212962962962963,0.5787037037037037
MA Agarwal,NLTC Perera,7,12,1,2,171.42857142857142,0.14285714285714285,0.2857142857142857,0.33333333333333326,0.2857142857142857,0.3333333333333333,0.6666666666666667,0.40476190476190477,0.5952380952380952
MA Agarwal,Navdeep Saini,6,10,0,2,166.66666666666669,0.0,0.3333333333333333,0.32407407407407407,0.3333333333333333,0.0,1.0,0.49537037037037035,0.5046296296296297
MA Agarwal,PJ Cummins,12,10,0,0,83.33333333333334,0.0,0.0,0.16203703703703703,0.0,0.0,1.0,0.3310185185185185,0.6689814814814815
MA Agarwal,PP Chawla,14,22,1,3,157.14285714285714,0.07142857142857142,0.21428571428571427,0.3055555555555555,0.21428571428571427,0.16666666666666666,0.8333333333333334,0.41468253968253965,0.5853174603174603
MA Agarwal,Pankaj Singh,10,8,1,2,80.0,0.1,0.2,0.15555555555555553,0.2,0.23333333333333336,0.7666666666666666,0.3194444444444444,0.6805555555555556
MA Agarwal,R Ashwin,11,12,2,2,109.09090909090908,0.18181818181818182,0.18181818181818182,0.21212121212121207,0.18181818181818182,0.42424242424242425,0.5757575757575757,0.2954545454545454,0.7045454545454546
MA Agarwal,R Dhawan,6,10,0,1,166.66666666666669,0.0,0.16666666666666666,0.32407407407407407,0.16666666666666666,0.0,1.0,0.4537037037037037,0.5462962962962963
MA Agarwal,R Tewatia,13,17,1,2,130.76923076923077,0.07692307692307693,0.15384615384615385,0.25427350427350426,0.15384615384615385,0.17948717948717952,0.8205128205128205,0.37072649572649574,0.6292735042735043
MA Agarwal,R Vinay Kumar,12,22,1,3,183.33333333333331,0.08333333333333333,0.25,0.3564814814814814,0.25,0.19444444444444445,0.8055555555555556,0.4421296296296296,0.5578703703703705
MA Agarwal,RP Meredith,10,16,1,2,160.0,0.1,0.2,0.31111111111111106,0.2,0.23333333333333336,0.7666666666666666,0.3972222222222222,0.6027777777777779
MA Agarwal,RP Singh,9,7,0,1,77.77777777777779,0.0,0.1111111111111111,0.15123456790123457,0.1111111111111111,0.0,1.0,0.3533950617283951,0.6466049382716049
MA Agarwal,Rashid Khan,22,23,1,2,104.54545454545455,0.045454545454545456,0.09090909090909091,0.20328282828282826,0.09090909090909091,0.10606060606060606,0.8939393939393939,0.34785353535353536,0.6521464646464646
MA Agarwal,S Kaul,14,23,0,3,164.28571428571428,0.0,0.21428571428571427,0.31944444444444436,0.21428571428571427,0.0,1.0,0.46329365079365076,0.5367063492063493
MA Agarwal,S Sreesanth,6,5,0,0,83.33333333333334,0.0,0.0,0.16203703703703703,0.0,0.0,1.0,0.3310185185185185,0.6689814814814815
MA Agarwal,SN Thakur,13,20,1,4,153.84615384615387,0.07692307692307693,0.3076923076923077,0.29914529914529914,0.3076923076923077,0.17948717948717952,0.8205128205128205,0.43162393162393164,0.5683760683760684
MA Agarwal,SP Narine,18,33,1,5,183.33333333333331,0.05555555555555555,0.2777777777777778,0.3564814814814814,0.2777777777777778,0.12962962962962962,0.8703703703703703,0.46527777777777773,0.5347222222222223
MA Agarwal,Sandeep Sharma,35,39,1,4,111.42857142857143,0.02857142857142857,0.11428571428571428,0.21666666666666665,0.11428571428571428,0.06666666666666667,0.9333333333333333,0.37023809523809526,0.6297619047619047
MA Agarwal,Shahbaz Ahmed,10,16,0,2,160.0,0.0,0.2,0.31111111111111106,0.2,0.0,1.0,0.45555555555555555,0.5444444444444445
MA Agarwal,Shivam Mavi,7,10,0,2,142.85714285714286,0.0,0.2857142857142857,0.27777777777777773,0.2857142857142857,0.0,1.0,0.4603174603174603,0.5396825396825398
MA Agarwal,TA Boult,27,39,0,6,144.44444444444443,0.0,0.2222222222222222,0.2808641975308641,0.2222222222222222,0.0,1.0,0.44598765432098764,0.5540123456790124
MA Agarwal,TG Southee,27,32,0,6,118.5185185185185,0.0,0.2222222222222222,0.2304526748971193,0.2222222222222222,0.0,1.0,0.42078189300411517,0.5792181069958848
MA Agarwal,YS Chahal,37,62,3,10,167.56756756756758,0.08108108108108109,0.2702702702702703,0.3258258258258258,0.2702702702702703,0.1891891891891892,0.8108108108108107,0.43318318318318316,0.5668168168168168
MA Agarwal,Z Khan,6,4,1,0,66.66666666666666,0.16666666666666666,0.0,0.1296296296296296,0.0,0.3888888888888889,0.6111111111111112,0.2175925925925926,0.7824074074074074
MA Starc,DJ Bravo,7,3,0,0,42.857142857142854,0.0,0.0,0.08333333333333331,0.0,0.0,1.0,0.29166666666666663,0.7083333333333334
MA Starc,MG Johnson,6,8,0,1,133.33333333333331,0.0,0.16666666666666666,0.2592592592592592,0.16666666666666666,0.0,1.0,0.4212962962962963,0.5787037037037037
MA Starc,MM Sharma,6,7,1,1,116.66666666666667,0.16666666666666666,0.16666666666666666,0.22685185185185183,0.16666666666666666,0.3888888888888889,0.6111111111111112,0.30787037037037035,0.6921296296296297
MA Starc,R Vinay Kumar,6,9,0,1,150.0,0.0,0.16666666666666666,0.29166666666666663,0.16666666666666666,0.0,1.0,0.4375,0.5625
MC Henriques,DS Kulkarni,13,22,0,4,169.23076923076923,0.0,0.3076923076923077,0.329059829059829,0.3076923076923077,0.0,1.0,0.49145299145299143,0.5085470085470085
MC Henriques,HH Pandya,6,10,0,2,166.66666666666669,0.0,0.3333333333333333,0.32407407407407407,0.3333333333333333,0.0,1.0,0.49537037037037035,0.5046296296296297
MC Henriques,HV Patel,14,17,1,2,121.42857142857142,0.07142857142857142,0.14285714285714285,0.23611111111111105,0.14285714285714285,0.16666666666666666,0.8333333333333334,0.36210317460317454,0.6378968253968255
MC Henriques,Harbhajan Singh,18,20,0,2,111.11111111111111,0.0,0.1111111111111111,0.21604938271604937,0.1111111111111111,0.0,1.0,0.38580246913580246,0.6141975308641976
MC Henriques,JJ Bumrah,11,11,1,1,100.0,0.09090909090909091,0.09090909090909091,0.19444444444444442,0.09090909090909091,0.21212121212121213,0.7878787878787878,0.31691919191919193,0.6830808080808081
MC Henriques,MJ McClenaghan,7,8,0,1,114.28571428571428,0.0,0.14285714285714285,0.22222222222222218,0.14285714285714285,0.0,1.0,0.3968253968253968,0.6031746031746033
MC Henriques,P Kumar,10,17,1,3,170.0,0.1,0.3,0.3305555555555555,0.3,0.23333333333333336,0.7666666666666666,0.4319444444444444,0.5680555555555555
MC Henriques,PP Chawla,9,7,0,0,77.77777777777779,0.0,0.0,0.15123456790123457,0.0,0.0,1.0,0.3256172839506173,0.6743827160493827
MC Henriques,Parvez Rasool,7,3,0,0,42.857142857142854,0.0,0.0,0.08333333333333331,0.0,0.0,1.0,0.29166666666666663,0.7083333333333334
MC Henriques,S Kaushik,30,32,0,4,106.66666666666667,0.0,0.13333333333333333,0.20740740740740737,0.13333333333333333,0.0,1.0,0.387037037037037,0.6129629629629629
