batter,high_rrr_balls,high_rrr_runs,high_rrr_pressure_exposure,high_rrr_weighted_runs,high_rrr_boundaries,high_rrr_dismissals,high_rrr_sr_raw,high_rrr_pressure_sr_raw,high_rrr_boundary_rate_raw,high_rrr_dismissal_rate_raw,high_rrr_pressure_sr_raw_norm,high_rrr_pressure_exposure_norm,high_rrr_boundary_rate_raw_norm,high_rrr_balls_norm,high_rrr_dismissal_temp,high_rrr_dismissal_rate_norm,high_rrr_specialist_score
SA Yadav,214,328,538.0,762.2,50,14,153.27102803738316,141.67286245353162,0.2336448598130841,0.06542056074766354,0.5582298998804313,0.19750195160031225,0.8488075956756386,0.25263157894736843,0.2943737567090793,0.7056262432909207,0.5283796516311916
SC Ganguly,78,90,158.5,176.5,7,4,115.38461538461537,111.35646687697161,0.08974358974358974,0.05128205128205128,0.3447874829414834,0.0,0.2162764771460424,0.014035087719298248,0.2107918854906807,0.7892081145093193,0.2614946088286636
SE Marsh,201,304,435.2,619.6,43,11,151.24378109452735,142.37132352941177,0.21393034825870647,0.05472636815920398,0.563147411257968,0.14400208170699974,0.7621506673612952,0.22982456140350876,0.23115346959979224,0.7688465304002078,0.5063566234972179
SK Raina,160,247,436.5,671.9,37,7,154.375,153.92898052691865,0.23125,0.04375,0.6445190320190641,0.14467863648191517,0.838280771586038,0.15789473684210525,0.16626506024096385,0.8337349397590361,0.5535624620813304
SL Malinga,74,70,376.90000000000003,356.1,9,7,94.5945945945946,94.48129477314937,0.12162162162162163,0.0945945945945946,0.2259779262115461,0.11366120218579237,0.3563992651561544,0.007017543859649131,0.4668403343102139,0.5331596656897861,0.23842098490795136
SM Curran,89,124,278.2,386.6,15,11,139.32584269662922,138.96477354421282,0.16853932584269662,0.12359550561797752,0.539163614753268,0.06229508196721312,0.5626303006116818,0.03333333333333334,0.6382834709625017,0.3617165290374983,0.3801555086541694
SO Hetmyer,120,149,325.5,372.5,16,8,124.16666666666667,114.43932411674346,0.13333333333333333,0.06666666666666667,0.3664923224456691,0.08691126723913609,0.4078791590120433,0.08771929824561404,0.30174029451137885,0.6982597054886212,0.3241529146019271
SP Narine,92,117,328.5,410.20000000000005,18,17,127.17391304347827,124.87062404870626,0.1956521739130435,0.18478260869565216,0.43993383245864337,0.08847254748894093,0.6818072898639475,0.03859649122807017,1.0,0.0,0.33388914957684207
SPD Smith,220,322,553.6,799.3,44,10,146.36363636363637,144.382225433526,0.2,0.045454545454545456,0.5773051550952049,0.20562060889929745,0.7009185548071036,0.26315789473684215,0.17634173055859806,0.823658269441402,0.5209115111971866
SR Watson,119,171,275.6,353.3,24,10,143.69747899159663,128.1930333817126,0.20168067226890757,0.08403361344537816,0.46332523716262763,0.06094197241738228,0.7083061026002564,0.08596491228070176,0.4044075461509906,0.5955924538490094,0.4073354464815499
SS Iyer,191,263,451.3,598.3,34,9,137.69633507853402,132.57256813649457,0.17801047120418848,0.04712041884816754,0.49415932760613446,0.1523809523809524,0.6042615813249632,0.21228070175438596,0.18618978531928768,0.8138102146807124,0.4516013294271468
SS Tiwary,231,256,727.4,839.7,23,10,110.82251082251082,115.43854825405555,0.09956709956709957,0.04329004329004329,0.3735273545091947,0.29607077803799114,0.25945660789506475,0.2824561403508772,0.16354595872668162,0.8364540412733183,0.3724074371527087
STR Binny,108,137,379.8,477.90000000000003,16,12,126.85185185185186,125.82938388625593,0.14814814814814814,0.1111111111111111,0.4466839758414146,0.1151704397606037,0.4729990247442789,0.06666666666666667,0.5644801427933958,0.43551985720660424,0.3465261356248695
SV Samson,320,491,742.7,1073.8,68,15,153.4375,144.58058435438264,0.2125,0.046875,0.5787016999905938,0.30403330731199585,0.7558634415186773,0.43859649122807015,0.18473895582329317,0.8152610441767069,0.56884578330285
Shahbaz Ahmed,104,109,343.40000000000003,354.5,10,6,104.8076923076923,103.23238206173558,0.09615384615384616,0.057692307692307696,0.2875899083155047,0.09622690606297166,0.24445334212633665,0.05964912280701755,0.24868705591597165,0.7513129440840284,0.26426821965316816
Shashank Singh,127,171,387.7,500.2,23,4,134.64566929133858,129.01728140314677,0.18110236220472442,0.031496062992125984,0.4691283508410914,0.11928181108508976,0.6178522693848818,0.09999999999999999,0.09382411535907409,0.9061758846409259,0.43569574489452345
Shubman Gill,169,204,435.9,480.7,19,8,120.71005917159763,110.27758660243174,0.11242603550295859,0.047337278106508875,0.33719163228027915,0.14436638043195418,0.3159792301532375,0.17368421052631577,0.18747178061357858,0.8125282193864214,0.32556701802042376
T Stubbs,86,165,235.3,481.0,21,2,191.86046511627907,204.41988950276243,0.2441860465116279,0.023255813953488372,0.9999999999999998,0.0399687743950039,0.8951423403922015,0.02807017543859648,0.04511067525917625,0.9548893247408238,0.6853181729753831
TH David,103,157,358.6,548.7,19,5,152.4271844660194,153.0117122141662,0.18446601941747573,0.04854368932038835,0.638061009489276,0.10413739266198282,0.6326375305441769,0.05789473684210526,0.194603657347838,0.805396342652162,0.48890849638636913
TK Curran,70,87,217.3,301.90000000000003,9,2,124.28571428571429,138.93235158766683,0.12857142857142856,0.02857142857142857,0.5389353481458612,0.030601092896174867,0.3869477735981104,0.0,0.07653471026965003,0.9234652897303499,0.39143044153023654
Tilak Varma,193,297,465.0,706.3,39,8,153.8860103626943,151.89247311827955,0.20207253886010362,0.04145077720207254,0.6301810127675247,0.15951079885506114,0.7100285878370017,0.21578947368421053,0.15267286763634852,0.8473271323636515,0.5322919430502087
UT Yadav,93,78,474.6,388.20000000000005,7,11,83.87096774193549,81.795195954488,0.07526881720430108,0.11827956989247312,0.13666151699187656,0.16450689565443666,0.15265129815828118,0.04035087719298246,0.6068575376775922,0.3931424623224078,0.16144557951083321
V Kohli,577,722,1550.9,1885.8,85,32,125.12998266897748,121.59391321168354,0.14731369150779897,0.05545927209705372,0.4168641677652283,0.7246422066094198,0.4693310946987024,0.8894736842105263,0.23548613866210075,0.7645138613378992,0.5709390819225584
V Shankar,118,168,353.1,538.1,21,10,142.3728813559322,152.39308977626735,0.17796610169491525,0.0847457627118644,0.6337056016049729,0.10127504553734062,0.604066551112126,0.08421052631578947,0.4086175209311823,0.5913824790688177,0.4621098605103432
VR Iyer,78,106,186.6,222.9,17,4,135.8974358974359,119.4533762057878,0.21794871794871795,0.05128205128205128,0.4017937287042307,0.014623991673171993,0.7798137767519274,0.014035087719298248,0.2107918854906807,0.7892081145093193,0.39992936538957397
WP Saha,178,192,546.9,548.3000000000001,19,11,107.86516853932584,100.25598829767783,0.10674157303370786,0.06179775280898876,0.26663462432872065,0.20213374967473324,0.29099265844210354,0.18947368421052635,0.2729569965254276,0.7270430034745724,0.2969308001233655
Washington Sundar,111,149,411.3,581.0,19,9,134.23423423423424,141.2594213469487,0.17117117117117117,0.08108108108108109,0.5553190700349729,0.13156388238355451,0.5741988160849153,0.0719298245614035,0.3869532182785196,0.6130467817214804,0.43177782833597156
Y Venugopal Rao,200,288,500.8,684.4,39,9,144.0,136.66134185303514,0.195,0.045,0.5229463165531197,0.17814207650273223,0.678940600122474,0.22807017543859648,0.1736546184738956,0.8263453815261044,0.4860366176427593
YK Pathan,181,287,454.7,661.5,36,8,158.56353591160223,145.48053661755003,0.19889502762430938,0.04419889502762431,0.5850378089681612,0.15415040333073118,0.6960615482469644,0.19473684210526315,0.16891876899864652,0.8310812310013534,0.5066393212134653
Yuvraj Singh,214,249,596.6,605.1,31,16,116.35514018691589,101.42474019443513,0.14485981308411214,0.07476635514018691,0.27486321565369787,0.22799895914650015,0.45854484893922653,0.25263157894736843,0.3496227902263259,0.6503772097736741,0.33755492675072873
Z Khan,70,46,343.8,229.10000000000002,3,7,65.71428571428571,66.63757998836533,0.04285714285714286,0.1,0.02994440483811328,0.09643507676294563,0.010182836147318686,0.0,0.49879518072289164,0.5012048192771084,0.08342182644500902
