bowler,pressure_balls,pressure_exposure,total_runs_conceded,weighted_runs_conceded,wickets,weighted_wickets,dot_balls,weighted_dot_balls,pressure_avg_score_per_ball,pressure_economy_raw,pressure_dot_rate_raw,pressure_wicket_rate_raw,reliability_raw,pressure_economy_reliable,pressure_exposure_norm,pressure_dot_rate_raw_norm,pressure_wicket_rate_raw_norm,reliability_raw_norm,pressure_economy_norm_temp,pressure_economy_norm,bowler_clutch_index,death_economy,middle_economy,pp_economy,death_bowler_score,set_batter_control_score,momentum_breaker_score,reliability_label,risk_score_raw,reward_score_raw,risk_score_norm,reward_score_norm,risk_reward_profile,bowler_role,strength_tags,weakness_tags,best_phase,death_finish_fit,high_pressure_chase_fit,collapse_situation_fit,controlled_chase_fit,comfortable_chase_fit,neutral_situation_fit
GJ Maxwell,483,893.0,646,1309.0,23,35.7,145,243.5,1.8488612836438922,8.795072788353863,0.2726763717805151,0.039977603583426655,483,8.875575118547875,0.1544949204523673,0.3626649736104268,0.22628420622066076,0.15384615384615385,0.4163888264291533,0.5836111735708467,0.3606126001684843,8.625,7.827692307692307,8.408450704225352,0.0,0.3853984132200099,0.48651585815332643,High Reliability,8.875575118547875,15.632698768197088,0.4163888264291533,0.4071601610454719,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.1862074518420431,0.23485903765737576,0.3531149970690206,0.3622140287325608,0.3609747380799846,0.24440164578831877
HH Pandya,713,1360.5,991,2180.9,34,74.2,242,411.0,1.9081346423562413,9.618081587651599,0.30209481808158767,0.05453877251010658,713,9.620384735788585,0.2540625732115094,0.45416491490640176,0.3390717278938443,0.24647603705195326,0.5731947909403734,0.4268052090596266,0.3707861414178402,9.057692307692307,8.094182825484765,8.39516129032258,0.4933768237007562,0.46843590890569126,0.4550969902905843,High Reliability,9.620384735788585,17.83167952958471,0.5731947909403734,0.5330613735911199,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.41995206012118097,0.4161240767801638,0.3969637089399595,0.3982967257838613,0.3934142374094688,0.40231724983125644
HV Patel,1174,2624.6,1605,3850.0,68,154.20000000000002,357,761.1,2.235604770017036,8.801341156747695,0.2899870456450507,0.058751809799588516,1174,8.836140440713148,0.5232892466935021,0.41650621410928435,0.3717049620105588,0.4321385420861861,0.4080865803921432,0.5919134196078568,0.48651917329936245,8.91842900302115,7.800995024875622,8.225,0.5900658873350612,0.5093040807793464,0.5769607800507832,High Reliability,8.836140440713148,17.43694277223196,0.4080865803921432,0.5104609774168087,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.5385243409461636,0.5372138302177357,0.5017060860250058,0.5032858722116653,0.5021466268376661,0.5088057386223075
Harbhajan Singh,1767,3214.2,2070,4126.0,98,183.9,658,1106.4,1.8190152801358233,7.702072055254807,0.34422251260033604,0.05721485906290835,1767,7.755763733102007,0.6488616275850319,0.5851943219645067,0.3598000891671219,0.6709625453080951,0.18063313759150956,0.8193668624084904,0.6402027827378616,7.2289156626506035,7.039529015979816,6.969696969696969,0.6663124790190811,0.6063304345608593,0.6349255912467477,High Reliability,7.755763733102007,20.07186858316222,0.18063313759150956,0.6613219400905369,High Impact Control,Control Bowler,"Death Specialist, High Impact Control",No Major Weakness Tag,Powerplay,0.6557745317262783,0.652635842949045,0.6334439750917348,0.6335996043720732,0.6352932217809233,0.6445697015583011
Harmeet Singh,284,736.8000000000001,396,1033.9,12,30.3,92,223.6,2.5943661971830987,8.419381107491857,0.3034744842562432,0.04112377850162866,284,8.604088670475413,0.12122761058931274,0.45845607878015193,0.23516221794340808,0.07370116794200564,0.3592323486443483,0.6407676513556517,0.3885465957017876,7.5,8.310160427807487,9.157894736842106,0.0,0.3262368998413082,0.43020568914554697,High Reliability,8.604088670475413,17.229913137893593,0.3592323486443483,0.4986076304236161,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Death,0.17272267748857978,0.21574324640313447,0.31210093528741534,0.3309586914684283,0.33407417626145236,0.23172119344027753
Harpreet Brar,350,721.2,445,1016.0,14,29.5,112,207.6,2.0605714285714285,8.452579034941763,0.2878535773710482,0.04090404880754298,350,8.602660109101794,0.11790513918173494,0.4098705060290472,0.2334602414222428,0.10028191703584376,0.3589315913248019,0.6410684086751981,0.380754055107422,9.692307692307693,7.339055793991417,8.019230769230768,0.0,0.42658308716104276,0.4490507188519449,High Reliability,8.602660109101794,16.43788130892956,0.3589315913248019,0.45326036345689913,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.1775884091600238,0.2224934810452183,0.3543591214607782,0.366091276761676,0.36379982515899506,0.2526605270305539
Harshit Rana,216,430.5,332,780.9,17,41.7,76,135.6,1.9930555555555556,10.883623693379791,0.31498257839721255,0.09686411149825784,216,10.652346237523066,0.05599216237514111,0.4942496053162172,0.6669142323307058,0.04631494160289973,0.7904553027170704,0.20954469728292957,0.31860373009497106,12.88888888888889,8.774999999999999,8.642201834862385,0.0,0.33834389320904,0.6342438710318343,High Reliability,10.652346237523066,20.592334494773517,0.7904553027170704,0.6911208771759113,Attacking but Expensive,Death Specialist,No Strong Specialist Tag,"Weak at Death, Can Be Expensive",Powerplay,0.1817347544189529,0.24515914152213633,0.33418305767385353,0.3468104889427537,0.3458234807870502,0.20205751192023141
I Sharma,1277,2727.6,1684,3980.4,51,113.7,538,1059.8,2.135943617854346,8.755829300483942,0.38854670772840594,0.04168499780026397,1277,8.789642349758173,0.5452260771409708,0.7230554860349517,0.2395092957176559,0.47362062021747886,0.3982972626506016,0.6017027373493984,0.5322548880157044,9.571428571428573,9.038216560509554,7.240143369175627,0.44218045190763183,0.42260324934746823,0.494047016940076,High Reliability,8.789642349758173,21.511585276433493,0.3982972626506016,0.7437519824937647,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.47719507093599367,0.482381727439238,0.474508386707051,0.48292268203037403,0.4884052639637858,0.4790108110853052
I Udana,106,230.5,153,350.1,5,11.1,28,56.7,2.1745283018867925,9.113232104121476,0.24598698481561823,0.04815618221258134,106,9.286307592615238,0.013396375098502764,0.27965320216875866,0.28963362679509436,0.002013693113169554,0.5028609936264758,0.49713900637352415,0.2900668435995964,7.935483870967742,8.590909090909092,9.483870967741936,0.0,0.2753445520046867,0.0,Medium Reliability,9.286307592615238,14.707158351409978,0.5028609936264758,0.3541689467612825,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",Death,0.07281876486687452,0.07281876486687452,0.16929004272417336,0.18442881482824017,0.18516492940798568,0.17139770180775135
IC Pandey,248,430.6,300,582.6,15,21.7,117,184.1,1.7362903225806452,8.117974918718067,0.4275429633070134,0.050394797956339984,248,8.375567655212018,0.05601346026877943,0.8443452054065465,0.30697343811027544,0.05920257752718486,0.31112145240993616,0.6888785475900638,0.4856934971529221,,7.083333333333334,7.329545454545455,0.0,0.4089018254513565,0.5081718269109617,High Reliability,8.375567655212018,23.896888063167673,0.31112145240993616,0.8803209413548873,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Middle,0.20652953495395251,0.2573467176450487,0.3780138940838346,0.4031780236501998,0.4070176072352781,0.2849381505805179
IK Pathan,847,1903.0,1093,2690.2,39,93.8,349,694.8,2.2467532467532467,8.481975827640568,0.3651077246452969,0.049290593799264315,847,8.547262996011886,0.3696036461993909,0.6501534179177909,0.2984205224120309,0.3004430124848973,0.34726874816579234,0.6527312518342077,0.5036555743863353,7.96078431372549,8.25,7.36986301369863,0.525258649039512,0.37304018053200283,0.46838353584285286,High Reliability,8.547262996011886,20.719915922228058,0.34726874816579234,0.6984254687834773,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.47760426791352684,0.47191675659386084,0.41024326644833486,0.42693466423612336,0.43346543392884007,0.45245137999354734
Imran Tahir,631,1359.9,774,1923.4,38,73.2,218,414.0,2.155150554675119,8.486212221486873,0.3044341495698213,0.05382748731524377,631,8.571896172054798,0.2539347858496795,0.4614409175767874,0.3335622736230123,0.2134514699959726,0.35245481026672665,0.6475451897332734,0.4450768195236548,7.0843373493975905,7.246753246753247,8.232558139534884,0.6597948546693417,0.42386952615072165,0.5448641803279695,High Reliability,8.571896172054798,17.913081844253252,0.35245481026672665,0.5377220101463595,Low Risk Support,Control Bowler,Death Specialist,No Major Weakness Tag,Death,0.5219242370307088,0.5104311695965715,0.4112866690984547,0.4239283012434854,0.42498866591213214,0.4597710672063376
Iqbal Abdulla,517,1082.3,647,1519.4,27,49.1,167,317.6,2.0934235976789166,8.42317287258616,0.2934491360990484,0.04536634944100527,517,8.531643309591086,0.19481183310970546,0.4272743243643319,0.2680242130335277,0.16753926701570682,0.3439803105061794,0.6560196894938206,0.41464230047043565,10.046511627906977,7.359223300970873,7.127272727272728,0.0,0.42959251468035053,0.47024659549127396,High Reliability,8.531643309591086,16.94077427700268,0.3439803105061794,0.4820531730952755,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.19932845449365605,0.24635311404278343,0.38157512775712776,0.39318276871936847,0.39243525800887274,0.2769063131766004
J Botha,421,827.6,474,994.8,19,43.3,157,301.6,1.9657957244655582,7.212179797003383,0.36442725954567423,0.05231996133397776,421,7.471314386304724,0.14056609801290654,0.6480369731527537,0.32188531828095956,0.1288763592428514,0.1207475599262049,0.8792524400737951,0.5356953629387919,9.555555555555555,5.7238493723849375,7.5,0.0,0.5363222107977509,0.4289841372520847,High Reliability,7.471314386304724,20.8373610439826,0.1207475599262049,0.7051497128042105,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Middle,0.21760291520893837,0.26050132893414685,0.433208713812898,0.4535183216047471,0.4534869792117992,0.3408740412214947
J Suchith,180,368.1,287,650.1,6,11.5,47,92.9,2.045,10.596577017114914,0.2523770714479761,0.031241510459114368,180,10.39150106300776,0.042702276744829945,0.2995282338326716,0.158616404441921,0.031816351188078934,0.7355391493388426,0.26446085066115743,0.193777202016856,,9.305084745762713,10.064516129032258,0.0,0.2908155024049053,0.4533133703515701,Medium Reliability,10.39150106300776,14.180929095354523,0.7355391493388426,0.32404003314015184,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Middle,0.12121375873516135,0.16654509577031837,0.24725567065386067,0.2505017981758971,0.24564988315649458,0.14044643396593529
J Theron,118,293.4,157,416.0,7,14.8,35,71.5,2.4864406779661015,8.507157464212678,0.24369461486025906,0.05044308111792775,118,8.848249774929744,0.02679275019700552,0.2725232635514234,0.3073474285612791,0.006846556584776481,0.4106359779663269,0.5893640220336731,0.3269551143223546,8.399999999999999,6.521739130434782,9.5625,0.0,0.3093083271034496,0.37885523205942845,Medium Reliability,8.848249774929744,14.70688479890934,0.4106359779663269,0.35415328469086793,Low Risk Support,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.13959404687721938,0.17747957008316223,0.267137050795637,0.28402481804346114,0.2849071574044064,0.1936706946373482
J Yadav,157,333.5,163,381.8,3,6.5,65,134.7,2.124203821656051,6.86896551724138,0.4038980509745127,0.019490254872563718,157,7.541492597188393,0.03533320554597151,0.7708026373106435,0.06759383607333862,0.022553362867498997,0.13552229133482085,0.8644777086651791,0.4778018098282547,,5.647058823529411,6.916666666666666,0.0,0.48547400430475507,0.39702802099509826,Medium Reliability,7.541492597188393,21.169415292353822,0.13552229133482085,0.7241612627163115,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Middle,0.18238766003645326,0.2220904621359631,0.3732826307362474,0.39566144336046016,0.39527783363663516,0.2915985292223777
JA Morkel,1050,2221.4,1411,3291.8,52,113.9,375,700.1,2.1156190476190475,8.891149725398396,0.31516160979562435,0.05127397136940668,1050,8.925789630072197,0.43741613954379915,0.4948064451396792,0.31378331655341746,0.38219895287958117,0.42696056815988115,0.5730394318401189,0.46611406970218894,8.533333333333333,7.069090909090909,8.390625,0.506405034416402,0.42013648115321556,0.49060027597456013,High Reliability,8.925789630072197,18.32177905825155,0.42696056815988115,0.5611217031813925,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.47533066724104933,0.4737501913968651,0.438136131600001,0.44463076686857994,0.44692964629602866,0.4544040256475564
JC Archer,334,789.9,429,1243.7,7,14.0,142,282.1,2.3649700598802395,9.447018609950627,0.35713381440688696,0.01772376250158248,334,9.473868742538047,0.13253679211126018,0.6253522332717044,0.053910985638680034,0.09383809907370118,0.5423485436495774,0.4576514563504226,0.32529498222878395,10.91566265060241,6.279069767441861,6.836363636363636,0.09876896217366771,0.316948095468448,0.49462114790891176,High Reliability,9.473868742538047,18.74287884542347,0.5423485436495774,0.5852314974727276,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.21403866558273843,0.2536238841562628,0.30994742836767536,0.3219376168634463,0.3223549612014631,0.2322755673896753
JD Ryder,143,282.3,193,475.40000000000003,7,10.6,46,72.2,1.9741258741258743,10.104144527098832,0.2557562876372653,0.0375487070492384,143,9.987326677648879,0.024428684003152096,0.3100385809727617,0.2074705229325196,0.01691502215062425,0.650447667086343,0.34955233291365695,0.23120094211637143,20.25,7.706896551724139,5.368421052631579,0.0,0.3456643069738556,0.28752673134340695,Medium Reliability,9.987326677648879,14.665249734325185,0.650447667086343,0.35176949616137954,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Poor Momentum Control",Powerplay,0.10346649855319753,0.13221917168753822,0.23967109366874853,0.2446622214241617,0.23893905318128753,0.16415049156391334
JD Unadkat,1031,2356.2,1545,3927.8,44,110.60000000000001,327,682.1,2.2853540252182345,10.002037178507768,0.2894915541974366,0.04693998811645871,1031,9.985903526783172,0.46612570016825333,0.4149650913081222,0.2802132623541672,0.37454691904953685,0.6501480488497136,0.34985195115028644,0.3688574005652498,11.078740157480315,8.544,8.08955223880597,0.3784007078445193,0.3767973454646837,0.5363738752277701,High Reliability,9.985903526783172,16.821577115694765,0.6501480488497136,0.4752286171900225,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.3991327878129422,0.4149301045512673,0.40627757990941316,0.4055961067402271,0.4051991094952554,0.373684644137597
JDP Oram,152,328.0,250,601.5,8,18.5,41,68.9,2.1578947368421053,11.003048780487804,0.21006097560975612,0.056402439024390245,152,10.66893463388736,0.03416182139586396,0.16791284376597004,0.35350726726776205,0.020539669754329443,0.7939476844363538,0.20605231556364623,0.18358057283883514,8.884615384615385,10.25,10.421052631578949,0.0,0.27544532045983483,0.30589217099992816,Medium Reliability,10.66893463388736,13.323170731707318,0.7939476844363538,0.2749296362005227,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Death,0.09485991932284743,0.12544913642284022,0.2075873735215025,0.2111461812946778,0.2065529439136278,0.13160224369065043
JH Kallis,649,1500.3,779,1938.9,31,74.5,236,502.4,2.3117103235747303,7.754049190161968,0.3348663600613211,0.04965673531960275,649,7.889898863842944,0.28383702851787956,0.5560939609422172,0.30125657183007987,0.220700765203383,0.2088728220206566,0.7911271779793434,0.5130102496452499,8.135593220338983,7.302631578947368,6.581497797356828,0.47766472862498194,0.5206022587239774,0.4573530688396274,High Reliability,7.889898863842944,19.226154769046193,0.2088728220206566,0.6129011459965391,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.44490976539900584,0.4428785994204704,0.4460741197733066,0.46030999354146357,0.4599303930875272,0.46184584853964833
JJ Bumrah,1540,3602.3,1851,4901.2,83,177.4,604,1207.0,2.339155844155844,8.163451128445715,0.3350637092968381,0.04924631485439858,1540,8.210299446048742,0.7315187527953487,0.55670777457737,0.2980775477182507,0.5795408779701974,0.2763272709963063,0.7236727290036937,0.591924420326739,8.090019569471625,6.738041002277905,6.803389830508475,0.7192634628473098,0.5348979990173232,0.6896062966476366,High Reliability,8.210299446048742,19.215501207561836,0.2763272709963063,0.6122911832663679,Low Risk Support,Control Bowler,"Death Specialist, Momentum Breaker",No Major Weakness Tag,Middle,0.6620217395556492,0.6590560229356819,0.5890248396613147,0.5924953378446125,0.5953466589100833,0.6104963653415173
JL Pattinson,159,252.5,198,380.0,11,14.3,58,70.2,1.5880503144654088,9.02970297029703,0.27801980198019804,0.056633663366336635,159,9.178871548747985,0.01808191169893298,0.37928459874584064,0.3552982787318803,0.023358840112766815,0.4802423108222904,0.5197576891777096,0.33387993747385913,7.636363636363637,7.411764705882353,7.478260869565217,0.0,0.35080340975486196,0.45338322108231516,Medium Reliability,9.178871548747985,16.732673267326735,0.4802423108222904,0.47013848520430823,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Middle,0.15498129354772705,0.20031961565595857,0.30159959002168285,0.31627947127568734,0.3154332976616372,0.20721648295743106
JO Holder,496,999.8,754,1646.9,21,49.4,156,290.8,2.015725806451613,9.883376675335068,0.29085817163432687,0.04940988197639528,496,9.86230075526977,0.17724107085809215,0.4192156698046813,0.2993445016565036,0.1590817559403947,0.6241257589184663,0.37587424108153367,0.31776235489352705,10.951456310679612,8.98360655737705,8.342857142857142,0.25539283510608474,0.34588921218053015,0.35466664588688246,High Reliability,9.86230075526977,17.013402680536107,0.6241257589184663,0.48621146507794066,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Powerplay,0.2714296247952115,0.2813570058732912,0.3032514933520228,0.3097791804353292,0.30837283757097905,0.2839932565610972
JP Behrendorff,173,291.7,244,470.3,8,12.700000000000001,68,103.2,1.6861271676300578,9.673637298594446,0.35378813849845736,0.04353788138498458,173,9.669061139318117,0.026430686005154094,0.614946206179597,0.2538613129576078,0.02899718082964156,0.5834427123255221,0.41655728767447786,0.32642087549724547,13.714285714285714,7.909090909090908,8.034782608695652,0.0,0.4442962109651217,0.41963075899405006,Medium Reliability,9.669061139318117,19.866300994172096,0.5834427123255221,0.649552301552358,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.1488994098478651,0.1908624857472701,0.3268344806768423,0.33581189863682864,0.3299181318634349,0.22377716951636878
JP Duminy,318,662.1,388,904.3000000000001,11,24.7,108,208.2,2.082075471698113,8.194834617127324,0.3144540099682827,0.03730554296933997,318,8.39298584146084,0.1053180840414883,0.4926056034636712,0.20558702895825276,0.0873942811115586,0.31478853112583827,0.6852114688741617,0.40399968130772046,12.48,6.766666666666667,7.061946902654867,0.0,0.39759206878828507,0.4678986081750988,High Reliability,8.39298584146084,17.587977646881136,0.31478853112583827,0.5191083808815903,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.1842938537199287,0.23108371453743862,0.35121572226016134,0.36736637289594126,0.36768675352191305,0.25422742844747903
JP Faulkner,485,1209.5,667,1790.5,31,79.4,156,359.6,2.4938144329896907,8.882182720132285,0.29731293923108726,0.06564696155436131,485,8.95424299191637,0.22190275381764746,0.4392918781175996,0.42511324824755164,0.15465163109142166,0.432950900110872,0.567049099889128,0.4200987864160143,8.426470588235293,8.271186440677965,8.093023255813954,0.512742847516876,0.46404619391360824,0.5100449414160136,High Reliability,8.95424299191637,18.14799503927243,0.432950900110872,0.5511718122616011,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.4354634638627131,0.4351936732526269,0.4003801789752535,0.4114551663666034,0.40925779599172374,0.41223220989205966
JR Hazlewood,399,958.3,507,1395.4,23,53.7,172,377.8,2.401754385964912,8.736721277261818,0.39423979964520506,0.056036731712407396,399,8.838782118125982,0.16840244499818968,0.7407626610111065,0.35067458112944444,0.12001610954490537,0.40864273697908615,0.5913572630209138,0.46252446818964904,7.363636363636363,6.6000000000000005,8.016597510373444,0.5562803811026557,0.35904127905857486,0.4785642989875113,High Reliability,8.838782118125982,22.51382656788062,0.40864273697908615,0.801134655444884,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Middle,0.4557443498234698,0.4479727416119553,0.3610116464243968,0.38331122381318766,0.38848538326974136,0.4138905547949743
JR Hopes,146,319.7,227,520.7,6,14.1,43,82.9,2.1897260273972603,9.7722865186112,0.25930559899906164,0.04410384735689709,146,9.741914352695591,0.032394096223883465,0.32107797366950175,0.25824515738965786,0.01812323801852598,0.5987806163038816,0.4012193836961184,0.2629628487409085,11.0625,9.125,7.333333333333334,0.0,0.27882382886236357,0.4956925966354016,Medium Reliability,9.741914352695591,15.170472317797937,0.5987806163038816,0.38069568641350604,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Powerplay,0.14281308738331625,0.19238234704685642,0.2660922192178399,0.27754115074788627,0.2767481017418135,0.163668390971615
Joginder Sharma,159,403.90000000000003,256,715.8,9,18.6,42,103.0,2.5402515723270445,10.63332508046546,0.2550136172319881,0.0460510027234464,159,10.39885200576607,0.050326922667348215,0.3077286595788965,0.27332738253322747,0.023358840112766815,0.7370867551197049,0.2629132448802951,0.218115766541907,11.73913043478261,8.921739130434784,11.428571428571427,0.0,0.29471379597544006,0.38591553118512356,Medium Reliability,10.39885200576607,15.053230997771726,0.7370867551197049,0.373983110928108,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Middle,0.1159200973301603,0.15451165044867265,0.23953364448645886,0.24544158933623922,0.24161168786456255,0.14969289182876583
K Gowtham,277,508.7,370,714.8,12,24.6,101,182.4,1.8364620938628158,8.430902299980342,0.35856103793984667,0.048358561037939854,277,8.617802197265002,0.0726471152003067,0.6297913143892305,0.29120120741078886,0.07088199758356827,0.36211947945645884,0.6378805205435412,0.4254419535886461,4.0,7.512195121951219,8.594594594594595,0.0,0.48569232010953983,0.44737600536517735,High Reliability,8.617802197265002,20.345979948889326,0.36211947945645884,0.6770160079621489,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Death,0.18409918883947338,0.22883678937599108,0.3800044010252496,0.39471988049945883,0.3917073621734141,0.27794754509490166
K Rabada,900,1975.0,1163,2845.4,62,139.2,358,724.6,2.1944444444444446,8.644253164556963,0.3668860759493671,0.07048101265822784,900,8.697357083697229,0.3849381296189807,0.6556846087312266,0.4625567149356988,0.3217881594844946,0.37886829742258654,0.6211317025774135,0.5309638960267764,8.75829383886256,7.58364312267658,7.357142857142858,0.6096389922067544,0.5143260057914941,0.481513836187867,High Reliability,8.697357083697229,21.86835443037975,0.37886829742258654,0.7641785682417793,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.5275738198505878,0.514761304248699,0.4734154751681893,0.4847061565070676,0.48553805101883174,0.5159287315433723
KA Pollard,868,1751.8,1171,2711.6,46,91.9,235,422.2,2.0182027649769583,9.28736157095559,0.24100924763100812,0.05246032652129239,868,9.307288916122607,0.3374012310182523,0.26417098888266777,0.32297255528000307,0.3089005235602094,0.507278225350045,0.49272177464995504,0.3713815669687772,9.333333333333334,7.769110764430577,8.215384615384615,0.45202488300100013,0.3940524291652368,0.5305705741908944,High Reliability,9.307288916122607,14.673478707615025,0.507278225350045,0.3522406406722314,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.42217725375530996,0.4300318228742993,0.39865796150024796,0.40064847056085334,0.3995149274510304,0.38670441190483973
KH Pandya,1109,2202.2,1388,3106.0,48,85.4,354,653.8,1.9857529305680792,8.462446644264826,0.2968849332485696,0.03877940241576606,1109,8.513817696204308,0.43332694396524185,0.43796065477990553,0.21700321093471658,0.40596053161498186,0.340227455500798,0.659772544499202,0.4675082584739295,8.363636363636363,7.310344827586207,7.746397694524496,0.5237007013033806,0.44571001250167175,0.5140013669596353,High Reliability,8.513817696204308,16.783216783216783,0.340227455500798,0.47303232131629935,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.4905366649911962,0.4895667315568216,0.45686794870899095,0.4610352473505511,0.46212515964916406,0.46796456095799854
KK Ahmed,612,1319.6,880,2079.4,37,80.4,237,442.0,2.1562091503267973,9.45468323734465,0.3349499848438921,0.0609275538041831,612,9.469679037259858,0.24535173471343685,0.5563540583864474,0.3885577830518613,0.20579943616592833,0.541466478270779,0.458533521729221,0.4068518047164974,9.84,8.947368421052632,8.0,0.43499316219192713,0.33770829073932224,0.5097053557655691,High Reliability,9.469679037259858,19.79387693240376,0.541466478270779,0.6454057090244812,Moderate Profile,Death Specialist,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.4047855929552162,0.4122568123125804,0.3630118113241866,0.37652160545057384,0.3799787811494326,0.36990058600733444
KK Cooper,284,716.6,349,944.5,22,58.699999999999996,91,214.8,2.5232394366197184,7.908177504884176,0.2997488138431482,0.08191459670667038,284,8.169412553288044,0.11692543607437227,0.4468681580382632,0.5511186714076859,0.07370116794200564,0.26771928781939724,0.7322807121806028,0.4808045473577572,7.199999999999999,8.358974358974358,5.806451612903226,0.609362048134815,0.4543162441727235,0.4196061210476048,High Reliability,8.169412553288044,19.083170527490932,0.26771928781939724,0.6047146762907435,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.46841015184854756,0.44943455913982655,0.3778732800978146,0.39955286422785385,0.40087727938710555,0.4465807550026522
KL Nagarkoti,103,195.6,144,316.70000000000005,4,6.3,38,60.0,1.899029126213592,9.714723926380369,0.3067484662576687,0.032208588957055216,103,9.694627096916854,0.00596341021872937,0.4686391169280093,0.16610717579382256,0.0008054772452678258,0.5888251544249876,0.4111748455750124,0.27183551375295684,6.631578947368421,9.4,7.25,0.0,0.304156828151189,0.41965134110359636,Medium Reliability,9.694627096916854,16.947852760736197,0.5888251544249876,0.48245844707524066,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Death,0.13102740119056883,0.17299253530092845,0.2585051319609282,0.27044056806640104,0.26882450234648947,0.1696863927182107
KP Appanna,110,170.4,137,221.6,7,10.0,40,59.2,1.549090909090909,7.80281690140845,0.3474178403755869,0.05868544600938967,110,8.38107025353769,0.0005963410218729412,0.5951327225470756,0.37119092309905,0.0036246476037051986,0.3122799232698741,0.6877200767301259,0.43441867189842065,,7.211538461538462,12.0,0.0,0.5584973320033895,0.0,Medium Reliability,8.38107025353769,20.305164319248828,0.3122799232698741,0.6746791356471268,High Impact Control,Strike Bowler,High Impact Control,"Weak at Death, Poor Momentum Control",Middle,0.10914836511516095,0.10914836511516095,0.3048036636965325,0.32013943190601984,0.31393549890077144,0.286010632300602
KR Sen,155,316.0,217,525.2,10,21.0,53,99.5,2.0387096774193547,9.972151898734179,0.314873417721519,0.06645569620253164,155,9.894365491292188,0.031606074159265654,0.49391008380255297,0.4313775239466842,0.021747885622231178,0.6308763992732727,0.36912360072672734,0.321166481490315,11.657142857142857,7.752808988764045,6.580645161290322,0.0,0.42103197884871163,0.3219595521513667,Medium Reliability,9.894365491292188,19.06645569620253,0.6308763992732727,0.6037576795022052,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Powerplay,0.13184773603861843,0.16404369125375512,0.2963943005243474,0.30637195544983176,0.301378680581912,0.21593517120920303
KV Sharma,836,1666.3,1145,2521.1,51,97.8,275,505.2,1.9931818181818182,9.077957150573127,0.30318670107423634,0.05869291244073696,836,9.110421624481077,0.3191915319574894,0.4575609892166139,0.3712487563878226,0.29601288763592426,0.4658314383698694,0.5341685616301306,0.4302009642486488,11.142857142857142,8.353697749196142,6.836363636363636,0.0,0.45770150024723927,0.5251185105504077,High Reliability,9.110421624481077,18.093980675748664,0.4658314383698694,0.5480792550269337,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.23071995079011198,0.2832318018451528,0.4319720457859624,0.43730642281666904,0.4359313960167395,0.30802261889429605
