bowler,pressure_balls,pressure_exposure,total_runs_conceded,weighted_runs_conceded,wickets,weighted_wickets,dot_balls,weighted_dot_balls,pressure_avg_score_per_ball,pressure_economy_raw,pressure_dot_rate_raw,pressure_wicket_rate_raw,reliability_raw,pressure_economy_reliable,pressure_exposure_norm,pressure_dot_rate_raw_norm,pressure_wicket_rate_raw_norm,reliability_raw_norm,pressure_economy_norm_temp,pressure_economy_norm,bowler_clutch_index,death_economy,middle_economy,pp_economy,death_bowler_score,set_batter_control_score,momentum_breaker_score,reliability_label,risk_score_raw,reward_score_raw,risk_score_norm,reward_score_norm,risk_reward_profile,bowler_role,strength_tags,weakness_tags,best_phase,death_finish_fit,high_pressure_chase_fit,collapse_situation_fit,controlled_chase_fit,comfortable_chase_fit,neutral_situation_fit
S Randiv,135,299.40000000000003,160,384.3,6,12.0,43,98.0,2.217777777777778,7.701402805611221,0.3273213092852371,0.04008016032064128,135,8.228923027938462,0.028070623815304674,0.5326266542047547,0.22707858751515503,0.013693113169552962,0.280248123591752,0.719751876408248,0.40943410997611973,11.0,6.725274725274725,6.75,0.0,0.4412101482169779,0.529748594154872,Medium Reliability,8.228923027938462,18.370073480293918,0.280248123591752,0.5638867688886927,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.18387478359269369,0.23684964300818087,0.3654704208348572,0.38366866876314254,0.38207986685109974,0.2540696406092764
S Sreesanth,410,749.6,576,1277.2,15,22.4,166,250.2,1.8282926829268293,10.223052294557096,0.333778014941302,0.02988260405549626,410,10.16111483082502,0.12395374097501759,0.552708890446911,0.14809062273980245,0.12444623439387838,0.6870355659917908,0.31296443400820917,0.2807351391258564,11.560975609756097,10.461538461538462,7.443298969072165,0.0,0.2791206617084851,0.36489809354395586,High Reliability,10.16111483082502,18.18303094983991,0.6870355659917908,0.5531777705221467,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Powerplay,0.14358543397213924,0.1800752433265348,0.26574488196700075,0.2736400510744682,0.27372077494533675,0.18678512315112134
S Tyagi,139,210.1,180,334.3,5,4.699999999999999,61,76.39999999999999,1.5115107913669064,9.546882436934792,0.3636363636363636,0.02237029985721085,139,9.575016085423476,0.009051604796285653,0.6455770563871795,0.08990201323694887,0.015304067660088606,0.5636432561395359,0.4363567438604641,0.3027088217614398,11.0,8.100000000000001,7.539823008849558,0.0,0.11085993415589566,0.39552834891088295,Medium Reliability,9.575016085423476,19.300333174678723,0.5636432561395359,0.6171481823407522,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Powerplay,0.13730206792600566,0.17685490281709396,0.19664466570911776,0.22060734779446248,0.2301997921747397,0.14555112568476836
SB Jakati,725,1579.2,987,2395.8,34,61.300000000000004,216,422.8,2.1782068965517243,9.10258358662614,0.26773049645390073,0.03881712259371834,725,9.138109008664584,0.3006410665985134,0.3472818599880759,0.21729538290317124,0.2513089005235602,0.47166050781418134,0.5283394921858187,0.368061320885419,13.03448275862069,8.256880733944953,6.913907284768211,0.0,0.4219489700459449,0.4521491727682209,High Reliability,9.138109008664584,15.327380952380954,0.47166050781418134,0.38967938818105485,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.1975340412151219,0.242748958491944,0.38038908439579167,0.3835323229558583,0.38083794049783204,0.26931065744189064
SB Styris,111,269.0,132,351.5,4,7.3,41,95.9,2.4234234234234235,7.840148698884759,0.35650557620817847,0.027137546468401486,111,8.403216689362168,0.02159606414925564,0.6233982293887862,0.1268280274318595,0.004027386226339108,0.31694244796015436,0.6830575520398456,0.3927575428230973,10.0,6.214285714285715,6.580645161290322,0.0,0.4804558373758036,0.0,Medium Reliability,8.403216689362168,19.182156133829,0.31694244796015436,0.6103820327685078,Low Risk Support,Strike Bowler,No Strong Specialist Tag,"Weak at Death, Poor Momentum Control",Middle,0.0987934936397252,0.0987934936397252,0.2671544060325734,0.282205999134776,0.2778210844071407,0.25379829253835057
SC Ganguly,176,287.0,204,379.8,10,10.3,55,75.4,1.6306818181818181,7.94006968641115,0.2627177700348432,0.03588850174216028,176,8.319086930174615,0.025429685004153095,0.3316908199860815,0.1946109480593159,0.030205396697543296,0.29923047468787933,0.7007695253121207,0.357364679888699,,7.063291139240507,6.0,0.0,0.2997767544652619,0.5454805451543364,Medium Reliability,8.319086930174615,14.930313588850174,0.29923047468787933,0.36694555466662115,Low Risk Support,Strike Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Powerplay,0.1756940612499567,0.23024211576539036,0.3094002224053924,0.328637582836122,0.3315169791072939,0.20743203235316351
SJ Srivastava,161,309.3,216,457.4,9,14.3,62,105.9,1.9211180124223604,8.8729388942774,0.34238603297769155,0.04623343032654381,161,9.05784143786617,0.03017911528549827,0.5794823351402026,0.27474042549301597,0.024164317358034634,0.45476164726422375,0.5452383527357763,0.36862127461279365,12.0,7.583333333333333,7.521126760563381,0.0,0.43233182955533317,0.5560288600807258,Medium Reliability,9.05784143786617,19.430973165211768,0.45476164726422375,0.6246278899870724,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.1791842952690125,0.23478718127708506,0.3595100944853171,0.37354741460092805,0.3703618868538011,0.2375395233598893
SK Raina,618,1387.6000000000001,713,1729.6,20,39.0,202,437.90000000000003,2.245307443365696,7.478812337849523,0.3155808590371865,0.0281060824445085,618,7.641567973356446,0.25983430238749394,0.49611043246106,0.1343300880800451,0.2082158679017318,0.15659132095072503,0.843408679049275,0.48107787392376455,7.714285714285715,6.720000000000001,7.2142857142857135,0.4930096960483987,0.46715327114219135,0.3941031128888348,High Reliability,7.641567973356446,17.18434707408475,0.15659132095072503,0.4959987750915461,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.4324716788213055,0.4225810205053492,0.4042369095388214,0.4185762399790017,0.4192724701180804,0.4403466079953035
SK Trivedi,779,1544.0,905,1962.4,37,65.1,261,470.2,1.982028241335045,7.625906735751295,0.3045336787564767,0.042163212435233154,779,7.74818181973626,0.2931442080378251,0.4617504823526768,0.2432134381376504,0.2730567861457914,0.17903690519783977,0.8209630948021602,0.49960717709907443,8.366197183098592,6.973262032085561,6.2857142857142865,0.5026623347236988,0.47570324182452417,0.4780330013514869,High Reliability,7.74818181973626,17.33484455958549,0.17903690519783977,0.5046154106903302,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.4637633130250249,0.46130037968780363,0.4416158864128077,0.45413860272419937,0.45533379948792696,0.46160762080732803
SK Warne,503,1058.4,565,1268.3,27,54.0,177,360.0,2.1041749502982108,7.189909297052154,0.3401360544217687,0.0510204081632653,503,7.412632473468959,0.18972163653014723,0.5724842461290697,0.31181927329890974,0.16190092629883207,0.10839316260294662,0.8916068373970534,0.5335714350839699,8.399999999999999,6.729113924050633,5.619047619047619,0.0,0.497187539953439,0.5929709293354443,High Reliability,7.412632473468959,19.557823129251698,0.10839316260294662,0.6318906021328218,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.24662363711613391,0.30592073004967835,0.45838286888155144,0.4787855890773348,0.4806047838338614,0.33715122096910055
SL Malinga,1546,3290.4,1757,4189.3,94,203.4,629,1189.2,2.128331177231565,7.639132020423049,0.3614150255288111,0.06181619256017506,1546,7.702230253750084,0.6650906225374311,0.6386680475170491,0.3954409779008291,0.5819573097060008,0.16936264823542668,0.8306373517645733,0.6555042025523911,7.439429928741092,7.023454157782517,6.274390243902438,0.7463576339001908,0.5261302643886824,0.6200732750777668,High Reliability,7.702230253750084,21.161560904449306,0.16936264823542668,0.7237115648479416,High Impact Control,Control Bowler,"Death Specialist, High Impact Control",No Major Weakness Tag,Powerplay,0.6800415736107487,0.6674131377285063,0.5884277601308902,0.5985738016813951,0.6050424985895804,0.6413107388296406
SM Curran,553,1258.1,904,2224.9,27,76.9,174,346.8,2.2750452079566004,10.610762260551628,0.2756537636117956,0.06112391701772515,553,10.531364695681841,0.23225353012587052,0.3719255298950511,0.39007876809878356,0.18203785743052758,0.7649848644770969,0.2350151355229031,0.28769797229371635,10.392156862745098,11.033557046979865,8.725099601593627,0.4067738905850874,0.3231348706375239,0.43384376886748566,High Reliability,10.531364695681841,16.838884031476038,0.7649848644770969,0.47621951339091173,Moderate Profile,Death Specialist,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.3473549877814204,0.35006197560966024,0.30819802305616506,0.3117091838821342,0.3099373389649438,0.30870531430584236
SM Pollock,103,172.0,127,263.0,3,5.300000000000001,44,69.3,1.6699029126213591,9.174418604651162,0.402906976744186,0.030813953488372098,103,9.330892141765819,0.0009371073200860475,0.7677201076295456,0.15530464483340795,0.0008054772452678258,0.5122474503397427,0.4877525496602573,0.3555394566962204,,7.0,7.518987341772152,0.0,0.31603083895686723,0.0,Medium Reliability,9.330892141765819,21.686046511627907,0.5122474503397427,0.7537406469872766,High Impact Control,Balanced Support Bowler,High Impact Control,"Weak at Death, Poor Momentum Control",Middle,0.08900568576084528,0.08900568576084528,0.1996567532580122,0.21936888311752745,0.22134431400449514,0.20554277205665178
SN Thakur,865,1936.1,1254,3059.8,52,132.9,291,587.7,2.238265895953757,9.4823614482723,0.30354837043541144,0.06864314859769641,865,9.491698397996329,0.3766532489936745,0.45868588632971763,0.44832103553363184,0.3076923076923077,0.546102249638762,0.45389775036123803,0.42753281511738517,8.882352941176471,7.951612903225806,9.529411764705882,0.5359105130422622,0.44952218338967453,0.611216324929586,High Reliability,9.491698397996329,18.609575951655394,0.546102249638762,0.5775993270345224,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.48587922954164836,0.4934098107303807,0.4479976944901111,0.4528902514477505,0.45179078303413606,0.4410490371393007
SP Narine,1749,3545.5,1937,4219.6,84,161.70000000000002,681,1340.7,2.02715837621498,7.140769990128332,0.37814130588069383,0.0456071076011846,1749,7.210599274122042,0.7194215492087833,0.6906916538841023,0.2698890712977202,0.6637132501006847,0.06585878877967954,0.9341412112203205,0.6933501263548626,7.293103448275861,6.503030303030303,6.626185958254268,0.7147468020951412,0.6041149884085364,0.6621358513597422,High Reliability,7.210599274122042,21.18742067409392,0.06585878877967954,0.7251921491311591,High Impact Control,Control Bowler,"Death Specialist, Momentum Breaker, High Impact Control",No Major Weakness Tag,Middle,0.6938509577505931,0.6885898626770532,0.6499475978237887,0.655891198533814,0.6603529554311303,0.6764067362625402
SR Watson,948,2012.3,1191,2881.0,41,88.8,359,662.8,2.1226793248945146,8.59017045172191,0.32937434776126817,0.044128609054315954,948,8.643429829302075,0.39288224394607374,0.539012202173968,0.25843695589830495,0.3411196133709223,0.36751490597444536,0.6324850940255546,0.47390391245240193,9.017341040462426,7.588732394366198,6.885714285714285,0.45638319264816946,0.5057878065977021,0.5003677296990644,High Reliability,8.643429829302075,18.675147840779204,0.36751490597444536,0.5813536028765663,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.45007151626527475,0.45446996997036426,0.4637991790362936,0.4688441992831025,0.46725000457583754,0.45598286646818187
ST Jayasuriya,203,390.2,292,692.8,6,4.2,50,62.300000000000004,1.922167487684729,10.652998462327012,0.15966171194259357,0.010763710917478218,203,10.455415293531559,0.047409111238898474,0.011156446106124762,0.0,0.041079339508658885,0.7489951149054603,0.25100488509453966,0.10130229964101449,13.25,7.8545454545454545,9.857142857142858,0.0,0.22442380474768076,0.4447197126586718,High Reliability,10.455415293531559,8.521271143003588,0.7489951149054603,0.0,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Middle,0.09819543273535322,0.1426674040012204,0.20103371700540804,0.1978887897566925,0.19173271450135917,0.09156758173224078
STR Binny,266,446.4,356,660.1,13,20.4,74,97.89999999999999,1.6781954887218045,8.87231182795699,0.2193100358422939,0.0456989247311828,266,8.995874454581202,0.059378527463633854,0.196680116505635,0.27060026602334875,0.06645187273459525,0.4417156387851069,0.5582843612148931,0.3044075693240139,9.4,7.909090909090908,7.788461538461538,0.0,0.3312090995434905,0.4814322537812241,High Reliability,8.995874454581202,13.250448028673834,0.4417156387851069,0.27076594516134544,Low Risk Support,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.1582845113083764,0.2064277366864988,0.301601902474389,0.3121596107928861,0.3108195342819123,0.19797262854849296
SW Tait,328,709.5,371,900.5,11,21.0,130,250.6,2.163109756097561,7.61522198731501,0.3532064834390416,0.02959830866807611,328,7.88479945304345,0.11541328562605159,0.6131370894354163,0.14588853495882181,0.09142166733789771,0.2077992348779234,0.7922007651220766,0.4555295522492719,6.9523809523809526,7.390243902439025,6.4590163934426235,0.555944200477851,0.35575744984604324,0.5082266591181481,High Reliability,7.88479945304345,19.140239605355887,0.2077992348779234,0.6079821292072146,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.4540045272457578,0.4492327731097875,0.3583271607996422,0.38152116016537235,0.3865097652855338,0.40606261108906483
Sandeep Sharma,1426,2727.2,1829,4053.6,66,126.6,551,915.0,1.9124824684431976,8.9181578175418,0.33550894690525085,0.04642123789967732,1426,8.943058556385981,0.5451408855664175,0.5580925932933415,0.2761951404840887,0.5336286749899315,0.4305962229420226,0.5694037770579774,0.5012828690597338,9.785407725321889,7.975384615384615,7.029953917050691,0.3984467169049867,0.3672512841459648,0.5224835432657885,High Reliability,8.943058556385981,19.09650924024641,0.4305962229420226,0.6054783756096284,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.46303857261053544,0.47544225524661565,0.46508111036716515,0.47016539931634366,0.47686697856203214,0.4536193849278229
Shahbaz Ahmed,299,684.9,470,1144.8,15,41.1,79,170.1,2.2906354515050165,10.028909329829172,0.2483574244415243,0.06000876040297854,299,9.97508673647571,0.11017400379102509,0.2870259602130253,0.38144101714018624,0.0797422472815143,0.6478707726199022,0.3521292273800978,0.2814389503504817,3.230769230769231,9.375,10.254545454545454,0.0,0.30544913218054653,0.4624950052027343,High Reliability,9.97508673647571,15.418309242225142,0.6478707726199022,0.39488542824611716,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Death,0.1516953254602577,0.19794482598053115,0.28571438434766144,0.29459871040960656,0.29339820131810335,0.18562674366852916
Shakib Al Hasan,645,1364.4,876,2103.1,29,67.6,198,374.6,2.1153488372093023,9.248460861917325,0.2745529170331281,0.049545587804162995,645,9.277580773162267,0.25489319106340386,0.3685015762200987,0.30039564831015475,0.21908981071284733,0.5010237223161134,0.49897627768388664,0.36856410182620636,10.721311475409836,7.55,8.410714285714285,0.16662409753504664,0.4028652159414745,0.484255612859808,High Reliability,9.277580773162267,16.204925241864558,0.5010237223161134,0.4399226154291077,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Middle,0.2726236828832209,0.30438683441569697,0.3738129357505987,0.37957159460050327,0.37785653889473986,0.3025181799094662
Shivam Mavi,220,416.0,280,618.0,14,27.1,93,160.2,1.8909090909090909,8.913461538461538,0.3850961538461538,0.06514423076923077,220,9.050455258787553,0.05290396779758483,0.7123232578800897,0.4212192092724392,0.047925896093435366,0.4532066231242753,0.5467933768757247,0.43081436011599067,8.399999999999999,6.774193548387098,7.894736842105264,0.0,0.4876455009744858,0.44485645619952485,High Reliability,9.050455258787553,22.51201923076923,0.4532066231242753,0.8010311775346638,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Middle,0.1816209428729417,0.2261065884928942,0.3769359858286597,0.3932388519868628,0.39039729494393804,0.2770437286553088
Simarjeet Singh,118,187.4,139,252.2,6,7.9,59,89.5,1.588135593220339,8.07470651013874,0.4775880469583778,0.04215581643543223,118,8.544504461949238,0.0042169829403872,1.0,0.24315615039570865,0.006846556584776481,0.3466879895607504,0.6533120104392496,0.4786076368324148,,5.351351351351351,7.851851851851852,0.0,0.0,0.6305387967265492,Medium Reliability,8.544504461949238,25.987193169690503,0.3466879895607504,1.0,High Impact Control,Strike Bowler,High Impact Control,"Weak at Death, Weak vs Set Batters",Middle,0.21525971220480256,0.27831359187745747,0.24712897987036886,0.2946474157243715,0.31857779756599225,0.1924700382206824
Sohail Tanvir,116,190.4,105,181.2,9,18.1,50,76.2,1.6413793103448275,5.710084033613445,0.40021008403361347,0.09506302521008404,116,6.897777887411207,0.004855919749536773,0.759331985355055,0.6529634252364711,0.006041079339508662,0.0,1.0,0.6337915780146866,5.225806451612903,4.0,5.560975609756098,0.0,0.34909856354310775,0.0,Medium Reliability,6.897777887411207,24.76365546218488,0.0,0.9299471447521562,High Impact Control,Strike Bowler,High Impact Control,"Weak at Death, Poor Momentum Control",Middle,0.15935405640459793,0.15935405640459793,0.281840607611661,0.3274627832689989,0.3416974339925779,0.32424250581542247
Suyash Sharma,141,223.6,202,332.4,8,7.8,44,72.7,1.5858156028368795,8.919499105545617,0.325134168157424,0.03488372093023256,141,9.111574635042057,0.01192682043745874,0.5258240079075024,0.186828143109196,0.016109544905356425,0.46607418353443353,0.5339258164655665,0.3328044435224424,12.0,8.457142857142857,8.399999999999999,0.0,0.37623982376102066,0.525201916440931,Medium Reliability,9.111574635042057,18.00089445438283,0.46607418353443353,0.5427496639968351,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.1643978300825537,0.21691802172664681,0.3231473414662253,0.3368103173851507,0.3346385483732218,0.21078617389698456
Swapnil Singh,105,192.0,167,320.1,5,3.3999999999999995,22,31.0,1.8285714285714285,10.003125,0.16145833333333334,0.01770833333333333,105,9.890254880071616,0.005196686047749879,0.016744462213480804,0.05379147479054257,0.0016109544905356446,0.6300109856934102,0.3699890143065898,0.14454394076432714,,9.24,9.818181818181818,0.0,0.1835994743313971,0.3456063709461817,Medium Reliability,9.890254880071616,8.958333333333334,0.6300109856934102,0.02502371129688663,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Middle,0.08821858400658937,0.12277922110120755,0.16983926629441423,0.17503313892975034,0.17308036225139684,0.09477911434559062
T Natarajan,529,1169.9,766,1920.1,26,59.5,166,348.8,2.211531190926276,9.847508334045644,0.29814514061030856,0.05085904778186169,529,9.83073107102115,0.21346878793687307,0.44188026693208315,0.3105694122742631,0.17237213048731376,0.6174793426084049,0.38252065739159513,0.3336296971675899,9.873417721518988,7.8578680203045685,8.551724137931036,0.42632504650619557,0.3592097362697273,0.5198379639091183,High Reliability,9.83073107102115,17.450209419608512,0.6174793426084049,0.5112205506793186,Moderate Profile,Death Specialist,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.3790852093791503,0.38843650111944256,0.3475728508655884,0.35435672724449535,0.3530777252893885,0.33773090732062744
TA Boult,1259,2540.3,1697,3813.9,65,130.6,506,865.6,2.017712470214456,9.00814864386096,0.3407471558477345,0.05141125063968822,1259,9.032788788412565,0.5053351223563991,0.5743849496546573,0.31484665073696555,0.4663713250100685,0.44948727275267086,0.5505127272473291,0.49296317546935653,10.365591397849464,8.790697674418604,7.0588235294117645,0.4076225126662914,0.3749297212164656,0.4529828051926922,High Reliability,9.032788788412565,19.607920324371136,0.44948727275267086,0.634758884439527,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.44457404409758433,0.4491100733502244,0.4383370223336542,0.4455682875692632,0.4514699602819077,0.44403254134911885
TG Southee,597,1215.1,828,1901.3999999999999,24,53.3,224,383.9,2.0353433835845895,9.38885688420706,0.31594107480865774,0.043864702493621927,597,9.409287389926918,0.2230954358613933,0.49723080848657086,0.25639279535845744,0.19975835682641968,0.5287521277988481,0.47124787220115194,0.3691016271012598,9.843137254901961,7.2631578947368425,7.981818181818182,0.3108376831335832,0.3742587640046663,0.45740625184641215,High Reliability,9.409287389926918,17.990288865113982,0.5287521277988481,0.5421424478846456,Moderate Profile,Death Specialist,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.3307270554863522,0.3453839123576351,0.35469889591151454,0.3629082025800862,0.3626503457349159,0.330165577948796
TK Curran,122,341.9,225,710.3000000000001,7,21.4,27,58.9,2.8024590163934424,12.465048259725068,0.17227259432582628,0.06259140099444283,122,11.647658541264876,0.03712222861159031,0.05037996545677681,0.4014455671286217,0.008457511075312125,1.0000000000000002,-2.220446049250313e-16,0.09677919191634939,14.25,8.4375,13.333333333333334,0.0,0.23093937736183184,0.35096504038729154,Medium Reliability,11.647658541264876,11.743199766013454,1.0000000000000002,0.1844694266977115,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Middle,0.0781081806984779,0.11320468473720705,0.17690809034824923,0.17461616511802694,0.16790815584575283,0.08616817890020295
TU Deshpande,461,896.4,719,1502.2,27,54.6,155,266.6,1.944468546637744,10.054886211512718,0.29741186970102634,0.06091030789825971,461,10.015584980270967,0.15521904883607013,0.4395995807100197,0.3884242001645325,0.14498590414820783,0.6563969329061401,0.3436030670938599,0.3236472773979927,9.053571428571429,10.17142857142857,9.147540983606557,0.4359700287883676,0.4063296808792143,0.42140080621321113,High Reliability,10.015584980270967,17.916108879964302,0.6563969329061401,0.537895321106206,Moderate Profile,Death Specialist,No Strong Specialist Tag,No Major Weakness Tag,Death,0.36205633885847643,0.36059941660096084,0.336404549729507,0.34120349821793516,0.33706937804387405,0.34146523995436306
UT Yadav,1137,2259.5,1545,3355.6,52,117.6,441,811.5,1.9872471416007036,8.910643947776055,0.3591502544810799,0.05204691303385704,1137,8.941923799521883,0.44553063701999873,0.6316239495454757,0.31977034789480707,0.4172372130487314,0.43035732075756905,0.569642679242431,0.49820711408078033,8.763157894736842,8.070652173913043,8.051863857374393,0.558765705814716,0.4844564584092159,0.5308667798302552,High Reliability,8.941923799521883,20.55985837574685,0.43035732075756905,0.689261478114296,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.5182119450686653,0.5154220524702191,0.483732337539218,0.48846836537439864,0.4891558981579769,0.49845114572514404
Umran Malik,186,418.8,280,662.3,13,23.3,71,155.7,2.2516129032258063,9.488538681948423,0.37177650429799425,0.05563514804202483,186,9.523430407853844,0.05350030881945776,0.670895266093347,0.34756400483196875,0.034232782923882404,0.5527828406198785,0.4472171593801215,0.3716661845834126,9.666666666666668,7.740458015267176,13.297297297297298,0.0,0.4475959263109551,0.4044151195669832,Medium Reliability,9.523430407853844,21.370582617000956,0.5527828406198785,0.7356789669829263,Attacking but Expensive,Strike Bowler,No Strong Specialist Tag,"Weak at Death, Can Be Expensive",Middle,0.15871373151948298,0.1991552434761813,0.3373047008528606,0.3503798838494599,0.3465833967630828,0.2433205765341384
V Pratap Singh,141,299.2,188,422.5,6,16.200000000000003,50,99.8,2.121985815602837,8.4725935828877,0.3335561497326203,0.054144385026737976,141,8.781660086901917,0.028028028028028035,0.5520188249906245,0.3360168916336478,0.016109544905356425,0.39661674403593294,0.6033832559640671,0.3946064416070178,10.25,9.405405405405405,6.675000000000001,0.0,0.4319478074689864,0.5584850493881622,Medium Reliability,8.781660086901917,19.385026737967916,0.39661674403593294,0.6219972571940456,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.18484079954578225,0.24068930448459847,0.36475226187460347,0.38181003841658806,0.3799429701234896,0.24664856987240788
VG Arora,261,464.0,398,793.3,12,24.2,88,140.4,1.7777777777777777,10.258189655172414,0.30258620689655175,0.052155172413793104,261,10.160928879135371,0.06312695674397803,0.45569327732440856,0.32060890057023766,0.0644381796214257,0.6869964172840233,0.3130035827159767,0.2807245510032604,9.652173913043478,13.263157894736842,8.63265306122449,0.0,0.21203369694568536,0.39130484492523687,High Reliability,10.160928879135371,17.737068965517242,0.6869964172840233,0.527644507311578,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Powerplay,0.13854259143281447,0.17767307592533818,0.23554153659113744,0.24979039786310794,0.25322494056598677,0.16436228673365508
VR Aaron,358,843.7,543,1383.0,9,27.0,115,244.20000000000002,2.356703910614525,9.835249496266446,0.2894393741851369,0.03200189640867607,358,9.812942894790412,0.14399505888867592,0.41480279626325867,0.1645061820551067,0.10350382601691503,0.6137343693075901,0.38626563069240993,0.28300440784100944,11.428571428571427,8.385093167701864,8.865671641791046,0.14808083741506134,0.3681729738390252,0.4577304008169425,High Reliability,9.812942894790412,16.07206352969065,0.6137343693075901,0.43231570455598556,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.22157261282210858,0.25253756916229675,0.3118584881706827,0.3165750889619866,0.31231666066208585,0.2393821411605114
VRV Singh,187,359.1,267,564.3,7,22.2,59,100.6,1.9203208556149733,9.428571428571427,0.2801448064605959,0.061821219715956555,187,9.47596725128252,0.040785466317381225,0.38589398196139824,0.3954799171126819,0.03463552154651632,0.5427903460647121,0.4572096539352879,0.32587953079442555,9.333333333333334,8.285714285714285,8.432432432432433,0.0,0.3146354707277424,0.44028428198034986,Medium Reliability,9.47596725128252,17.098301308827622,0.5427903460647121,0.4910722807944997,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Middle,0.1527078532276363,0.1967362814256713,0.2865762581586894,0.30170066162441905,0.30226286462775326,0.19847423469529615
VY Mahesh,123,286.1,193,500.5,4,11.600000000000001,34,70.8,2.3260162601626018,10.496329954561341,0.247465921006641,0.040545263893743445,123,10.25265876197772,0.025238003961408226,0.28425312472327313,0.23068117461483623,0.008860249697946035,0.7063084567913582,0.29369154320864177,0.21045062555465233,8.222222222222223,9.600000000000001,10.064516129032258,0.0,0.2130283876347749,0.1972496854976467,Medium Reliability,10.25265876197772,14.400559245019222,0.7063084567913582,0.3366148144387925,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",Death,0.08352914666800199,0.10325411521776666,0.16839457909995287,0.17834520978878204,0.1782163216847759,0.12811496520350782
Vijaykumar Vyshak,144,263.1,205,433.9,10,17.5,46,71.3,1.8270833333333334,9.89509692132269,0.27099961991638155,0.06651463321930824,144,9.832759474647258,0.02033948842459482,0.3574497866639108,0.43183403675073967,0.01731776077325816,0.6179063856804159,0.3820936143195841,0.29637222903579963,7.714285714285715,8.484848484848484,8.842105263157894,0.0,0.32298892321312345,0.6446838408485902,Medium Reliability,9.832759474647258,16.87571265678449,0.6179063856804159,0.4783281123673746,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Death,0.17339329750222715,0.23786168158708618,0.31953950070791276,0.33216138941217366,0.33083055470330747,0.18574434037293328
WD Parnell,413,901.8,550,1312.0,23,53.5,167,332.2,2.1835351089588375,8.729208250166334,0.3683743623863384,0.059325792858726994,413,8.82899436010755,0.15636913509253936,0.6603136132755457,0.3761509049872936,0.12565445026178013,0.4065821045691982,0.5934178954308018,0.4510099823434074,8.921052631578949,8.303030303030303,7.563025210084033,0.5618096662593665,0.45274032098694805,0.5098504048813735,High Reliability,8.82899436010755,21.38500776225327,0.4065821045691982,0.7365048692874411,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.4608925736740398,0.4556966475362405,0.39831257895991434,0.41449383863181866,0.4144073216996417,0.4302526412388612
