batter,pressure_balls,pressure_exposure,total_runs,weighted_runs,total_boundaries,weighted_boundaries,dismissals,weighted_dismissals,pressure_avg_score_per_ball,pressure_adjusted_sr_raw,pressure_boundary_rate_raw,pressure_dismissal_rate_raw,reliability_raw,pressure_adjusted_sr_reliable,pressure_adjusted_sr_reliable_norm,pressure_exposure_norm,pressure_boundary_rate_raw_norm,reliability_raw_norm,pressure_dismissal_rate_norm_temp,pressure_dismissal_rate_norm,batter_clutch_index
SE Marsh,788,827.2,1060,1091.0,146,155.4,27,49.5,1.049746192893401,131.8907156673114,0.18786266924564796,0.05984042553191489,788,129.82200491424524,0.5132816347154384,0.2190288217163251,0.3922344821522772,0.2777574203004764,0.17097264437689966,0.8290273556231004,0.43251993915966347
SE Rutherford,82,148.9,68,102.69999999999999,6,9.6,6,16.4,1.8158536585365854,68.97246474143721,0.06447280053727333,0.11014103425117527,82,79.67195667495446,0.13636474459684922,0.035635105174931056,0.13461139263691313,0.01905459875412239,0.3146886692890722,0.6853113307109278,0.15325395065347402
SK Raina,1752,1917.7,2334,2541.9,314,355.3,69,94.4,1.0945776255707762,132.5494081451739,0.18527402617719144,0.049225634875110814,1752,131.56910057860202,0.5264124269612793,0.5138701130157357,0.38682970920025733,0.6310003664345913,0.14064467107174516,0.8593553289282548,0.5519490376257117
SK Trivedi,31,157.8,21,111.10000000000001,1,5.5,2,10.100000000000001,5.090322580645162,70.40557667934094,0.03485424588086185,0.06400506970849176,31,86.95714875747787,0.1911186688714418,0.038041421078245825,0.07277144064216308,0.00036643459142543175,0.18287162773854787,0.8171283722614522,0.1767392702754094
SK Warne,114,353.7,115,354.4,13,42.3,11,43.1,3.1026315789473684,100.19790783149563,0.11959287531806616,0.12185467910658751,114,99.28974186028438,0.28380776494624804,0.09100740820851133,0.24969542755802304,0.030780505679736163,0.3481562260188214,0.6518437739811787,0.23898035500398324
SL Malinga,77,390.2,70,356.1,9,46.0,10,53.5,5.067532467532468,91.26089185033317,0.11788826242952333,0.137109174782163,77,93.60665232103773,0.2410948960537289,0.10087600713783594,0.24613640246648966,0.01722242579699524,0.3917404993776085,0.6082595006223914,0.21694293415082067
SM Curran,301,539.3,399,716.0,47,85.60000000000001,18,58.1,1.7916943521594684,132.76469497496757,0.15872427220470983,0.10773224550343038,301,127.7012232471834,0.49734229948777664,0.14118855783269343,0.3313970410577124,0.09930377427629168,0.3078064157240868,0.6921935842759133,0.3609991120893413
SM Katich,178,197.3,230,219.4,32,28.1,7,6.4,1.1084269662921349,111.20121642169285,0.1424227065382666,0.03243791180942727,178,108.13496796209414,0.350286566696989,0.048721137727788896,0.29736134789353247,0.05423231953096372,0.09267974802693504,0.907320251973065,0.2933299295353343
SM Pollock,40,104.4,39,94.2,4,10.2,3,10.3,2.6100000000000003,90.22988505747126,0.09770114942528735,0.09865900383141762,40,94.11279527327765,0.24489895675180517,0.023603525658357216,0.20398815743643334,0.0036643459142543054,0.2818828680897646,0.7181171319102354,0.20563987652602023
SN Khan,179,327.0,171,279.5,20,36.1,16,46.7,1.8268156424581006,85.47400611620795,0.11039755351681958,0.14281345565749237,179,88.03844221439894,0.19924543607101874,0.08378846049856703,0.23049671022148094,0.054598754122389154,0.40803844473569245,0.5919615552643076,0.19841634170613218
SN Thakur,110,414.1,144,553.4,18,70.7,11,42.4,3.7645454545454546,133.6392175802946,0.17073170731707316,0.1023907268775658,110,122.25793816330341,0.4564317488925821,0.10733791164224302,0.35646711012564675,0.029314767314034443,0.29254493393590225,0.7074550660640977,0.3326530701078434
SO Hetmyer,375,778.9,589,1164.8,77,152.2,19,51.7,2.0770666666666666,149.5442290409552,0.195403774553858,0.06637565797920145,375,143.38833426506903,0.6152432249583545,0.20596982642080786,0.40797939596244903,0.12641993404177354,0.18964473708343269,0.8103552629165673,0.44848668105979345
SP Fleming,105,74.6,142,97.5,22,15.7,4,4.5,0.7104761904761904,130.6970509383378,0.21045576407506703,0.060321715817694375,105,119.89771948917166,0.4386928570293319,0.015546422970853832,0.4394061255991552,0.027482594356907288,0.17234775947912676,0.8276522405208733,0.33138495945140023
SP Goswami,60,56.0,50,17.8,7,2.3,6,19.6,0.9333333333333333,31.78571428571429,0.04107142857142857,0.35000000000000003,60,61.52817299489996,0.0,0.010517493105499376,0.08575216450216452,0.010993037742762916,1.0,0.0,0.01661527895783899
SP Jackson,33,102.3,39,102.3,3,3.9,2,8.6,3.1,100.0,0.03812316715542522,0.08406647116324535,33,98.32477316019444,0.2765552693999981,0.02303574325420429,0.07959655203056965,0.0010993037742762918,0.2401899176092724,0.7598100823907276,0.20331464302063973
SP Narine,444,715.4,702,905.6,120,136.8,43,102.0,1.6112612612612611,126.5865250209673,0.19122169415711493,0.1425775789767962,444,123.61411595466726,0.46662448715535965,0.1888011680095171,0.3992477190128855,0.15170392085012824,0.4073645113622748,0.5926354886377252,0.3663163233072718
SPD Smith,1133,1469.0,1334,1798.0,150,233.3,46,86.6,1.296557811120918,122.39618788291355,0.15881552076242342,0.05895166780122532,1133,121.33206850687843,0.44947311328190964,0.3925539393283945,0.3315875569857871,0.40417735434224994,0.16843333657492945,0.8315666634250706,0.45182143622015536
SR Tendulkar,982,758.8,1097,696.7,147,94.4,31,41.3,0.7727087576374745,91.81602530311018,0.12440695835529786,0.0544280442804428,982,92.07780331390536,0.22960439836807067,0.20053533769534415,0.25974664941454617,0.34884573103700994,0.15550869794412228,0.8444913020558777,0.3076868141596183
SR Watson,1572,1528.9,2162,1805.0,320,262.2,67,102.8,0.9725826972010179,118.05873503826278,0.1714958466871607,0.06723788344561449,1572,117.41633024195144,0.4200432734083296,0.40874925647542315,0.3580625405074356,0.5650421399780139,0.19210823841604138,0.8078917615839586,0.4690220388896298
SS Iyer,1187,1357.4,1466,1628.4,190,223.0,42,68.1,1.1435551811288964,119.96463827906292,0.16428466185354354,0.050169441579490194,1187,119.04525611119145,0.43228592709309,0.3623803601362678,0.3430064606578531,0.42396482227922316,0.14334126165568625,0.8566587383443137,0.4461020091394824
SS Prabhudessai,67,182.4,89,237.1,12,32.3,4,11.0,2.7223880597014927,129.9890350877193,0.17708333333333331,0.06030701754385965,67,115.98479934336181,0.40928419752807277,0.044692586384037204,0.3697285353535354,0.013558079882740931,0.17230576441102755,0.8276942355889725,0.3129146121323753
SS Tiwary,603,1093.9,630,1187.0,60,117.30000000000001,24,51.1,1.814096185737977,108.51083280007312,0.10723100831885914,0.04671359356431118,603,107.64623024615655,0.34661331998153444,0.2911371870437463,0.22388534767179988,0.20996702088677172,0.13346741018374622,0.8665325898162538,0.3486038796667742
ST Jayasuriya,225,159.6,319,160.20000000000002,52,25.4,12,13.2,0.7093333333333333,100.37593984962407,0.15914786967418545,0.08270676691729323,225,99.80197323076928,0.28765758487589443,0.0385280917103769,0.3322814612288297,0.07145474532795895,0.23630504833512347,0.7636949516648766,0.25969857844243915
STR Binny,376,811.0,459,986.4,50,116.7,21,72.4,2.1569148936170213,121.62762022194822,0.14389642416769421,0.08927250308261406,376,118.76277318250861,0.4301628466429438,0.2146487860271454,0.3004382916713374,0.12678636863319898,0.25506429452175444,0.7449357054782455,0.35357216545611164
SV Samson,1754,2162.0,2302,2661.8,286,353.0,79,136.6,1.2326111744583808,123.11748381128584,0.16327474560592045,0.06318223866790008,1754,122.39968003175802,0.4574970500464831,0.5799221326988591,0.34089787794690674,0.6317332356174422,0.18052068190828593,0.819479318091714,0.5268258454021888
SW Billings,178,241.6,240,310.5,29,41.0,13,29.4,1.3573033707865167,128.5182119205298,0.1697019867549669,0.1216887417218543,178,121.65437672873001,0.45189551200145406,0.0606986427296815,0.35431717840658244,0.05423231953096372,0.34768211920529796,0.6523178807947021,0.3194121461166201
Sachin Baby,43,149.3,51,181.60000000000002,6,20.7,6,22.9,3.4720930232558143,121.6342933690556,0.13864701942397856,0.15338245144005355,43,108.50785792651106,0.35308912682761595,0.035743254204293515,0.2894781708579432,0.004763649688530597,0.43823557554301007,0.5617644244569899,0.24869701709957515
Sandeep Sharma,56,269.6,48,220.8,4,18.0,4,15.3,4.814285714285715,81.89910979228486,0.06676557863501482,0.05675074183976261,56,89.12553132701973,0.20741576216234603,0.06826907478505381,0.13939843539250069,0.009527299377061196,0.162144976685036,0.837855023314964,0.20274448236887987
Shahbaz Ahmed,237,512.6,261,540.4,26,54.7,16,46.3,2.1628691983122366,105.42333203277407,0.10671088568084276,0.09032383925087786,237,103.99402740091844,0.3191641551882908,0.13396961012274913,0.22279939464878995,0.07585196042506412,0.2580681121453653,0.7419318878546347,0.2734504761464077
Shakib Al Hasan,271,559.6,332,652.6,39,73.7,19,48.0,2.0649446494464945,116.61901358112938,0.1317012151536812,0.08577555396711936,271,113.59722384044298,0.3913396976705743,0.14667712107283837,0.2749761734572314,0.08831073653352876,0.24507301133462672,0.7549269886653733,0.3158570386479488
Shashank Singh,233,520.3,358,783.5,50,111.1,8,26.2,2.233047210300429,150.58620026907553,0.2135306553911205,0.05035556409763598,233,141.1573881095079,0.5984759173186117,0.1360514789379765,0.44582612595297594,0.0743862220593624,0.14387304027895992,0.8561269597210401,0.43024521088899476
Shivam Mavi,42,226.9,39,215.9,5,28.0,6,29.3,5.402380952380953,95.15204936095196,0.12340237990304098,0.12913177611282503,42,96.27545918974045,0.2611530698859619,0.056724165900611044,0.257649211373319,0.004397215097105167,0.3689479317509286,0.6310520682490715,0.21821823192997775
Shubman Gill,1237,1460.9,1575,1707.6000000000001,200,202.2,38,65.7,1.1810024252223121,116.88685057156547,0.1384078307892395,0.04497227736326922,1237,116.1227586086423,0.4103210694565792,0.39036392148380467,0.2889787739811698,0.4422865518504947,0.12849222103791202,0.871507778962088,0.4390417888503511
Sikandar Raza,113,204.1,149,241.6,17,26.8,4,11.9,1.8061946902654866,118.37334639882411,0.13130818226359628,0.0583047525722685,113,111.88432095314884,0.37846589092419847,0.050559671226950736,0.2741555684230844,0.030414071088310735,0.16658500734933854,0.8334149926506614,0.290525235806845
T Kohler-Cadmore,31,68.7,30,55.6,5,8.3,2,4.6,2.2161290322580647,80.9315866084425,0.1208151382823872,0.06695778748180495,31,90.98562169330685,0.2213957980908301,0.013951224787757528,0.2522473644744388,0.00036643459142543175,0.1913079642337284,0.8086920357662716,0.21010983763039034
T Stubbs,110,289.6,199,567.8,24,73.0,3,8.7,2.632727272727273,196.06353591160217,0.25207182320441984,0.030041436464088394,110,165.17465701607733,0.7789845035160169,0.07367652625317689,0.5262954126904403,0.029314767314034443,0.08583267561168112,0.9141673243883188,0.5010873660965453
TG Southee,42,150.4,39,145.5,4,13.899999999999999,5,19.0,3.580952380952381,96.74202127659575,0.09242021276595744,0.12632978723404256,42,97.00131593383868,0.26660845181005666,0.03604066403504028,0.19296220180528695,0.004397215097105167,0.3609422492401216,0.6390577507598785,0.2073612011423774
TH David,235,635.3,417,1089.9,56,140.7,13,43.7,2.703404255319149,171.55674484495515,0.22147017157248544,0.06878640012592477,235,158.51505688021263,0.7289323926852066,0.16714432487968417,0.4624028733740682,0.07511909124221326,0.19653257178835645,0.8034674282116435,0.485976859563626
TK Curran,71,222.5,91,322.70000000000005,10,42.1,2,7.5,3.1338028169014085,145.03370786516857,0.18921348314606742,0.033707865168539325,71,125.27561512994302,0.4791119547464455,0.05553452657762396,0.3950548178413348,0.015023818248442655,0.09630818619582664,0.9036918138041734,0.354632664007987
TL Suman,366,464.2,390,402.40000000000003,46,40.9,18,32.3,1.2683060109289617,86.68677294269712,0.08810857389056441,0.06958207669108142,366,87.95268045510404,0.1986008692811665,0.1208835775698913,0.18396002245636028,0.12312202271894468,0.19880593340308975,0.8011940665969103,0.22979877666243165
TM Dilshan,517,501.3,580,545.9,87,92.7,25,38.5,0.9696324951644101,108.89686814282864,0.18491921005385997,0.07680031917015759,517,107.86708465985635,0.34827321387402876,0.1309144000432596,0.3860888961427562,0.17845364602418468,0.21942948334330736,0.7805705166566926,0.32823059854897385
TM Head,101,112.0,172,136.0,25,15.7,6,11.5,1.108910891089109,121.42857142857142,0.14017857142857143,0.10267857142857142,101,113.41219792438312,0.3899490829987825,0.02565835721624398,0.29267586580086585,0.026016855991205567,0.2933673469387755,0.7066326530612246,0.279578478217695
TR Birt,31,65.0,28,67.9,3,12.2,3,4.3,2.096774193548387,104.46153846153847,0.18769230769230769,0.06615384615384615,31,99.99091190868927,0.2890776070175467,0.01295084626615476,0.39187878787878794,0.00036643459142543175,0.18901098901098898,0.810989010989011,0.25815689652968277
Tanush Kotian,32,17.1,24,12.4,3,2.3,1,0.0,0.534375,72.51461988304094,0.13450292397660815,0.0,32,87.57834156772498,0.19578741935968014,0.0,0.2808258018784334,0.0007328691828508618,0.0,1.0,0.2205487684030647
Tilak Varma,495,731.2,711,1060.5,93,142.1,18,44.6,1.4771717171717174,145.03555798687088,0.19433807439824943,0.060995623632385115,495,140.6487291299032,0.5946529467043323,0.19307305466933433,0.4057543432133148,0.1703920850128252,0.17427321037824317,0.8257267896217568,0.4454704328116965
UBT Chand,176,161.4,176,146.9,23,20.8,10,13.1,0.9170454545454546,91.01610904584882,0.1288723667905824,0.08116480793060718,176,92.38845736444925,0.23193920686267167,0.039014762342507975,0.26906988096579176,0.05349945034811286,0.2318994512303062,0.7681005487696938,0.22577408978762536
UT Khawaja,82,48.2,90,46.0,11,7.3,4,3.8000000000000003,0.5878048780487806,95.43568464730289,0.15145228215767634,0.07883817427385892,82,96.11122964678012,0.25991875624576666,0.008408587032931378,0.3162140072928455,0.01905459875412239,0.22525192649673972,0.7747480735032602,0.23341431816226416
UT Yadav,144,664.8,162,696.7,20,82.1,15,72.6,4.616666666666666,104.79843561973527,0.12349578820697954,0.1092057761732852,144,102.84500464710318,0.31052834927685724,0.1751203157951657,0.257844236589724,0.04177354342249908,0.3120165033522434,0.6879834966477566,0.2729764195363852
V Kohli,2759,3149.8,3604,3753.2000000000003,464,482.9,100,187.3,1.1416455237404857,119.1567718585307,0.15331132135373673,0.05946409295828307,2759,118.7662832787406,0.4301892277652404,0.8469961607094576,0.32009545579613524,1.0,0.1698974084522373,0.8301025915477627,0.6224995007721843
V Sehwag,906,601.3,1427,702.3,231,115.7,52,58.8,0.6636865342163355,116.7969399634126,0.19241643106602363,0.09778812572759023,906,115.77299558488279,0.40769232639805064,0.15795165738387495,0.40174218486209184,0.3209967020886772,0.27939464493597205,0.7206053550640279,0.3751386305850134
V Shankar,534,769.5,640,967.2,74,112.8,28,65.5,1.4410112359550562,125.69200779727096,0.14658869395711502,0.08512020792722547,534,123.25426084938157,0.4639198942000269,0.20342832423079002,0.30605942465591596,0.184683034078417,0.24320059407778702,0.756799405922213,0.37554493192854
VR Aaron,36,203.5,25,133.20000000000002,3,16.200000000000003,2,12.600000000000001,5.652777777777778,65.45454545454547,0.07960687960687962,0.061916461916461926,36,83.92232335650901,0.168309579102912,0.05039744768290704,0.16620951530042447,0.0021986075485525836,0.1769041769041769,0.8230958230958231,0.18497412191467508
VR Iyer,543,690.6,727,873.6,101,123.2,20,23.5,1.2718232044198896,126.498696785404,0.17839559803069793,0.03402838111786852,543,124.0299300620076,0.4697496558383155,0.1820959281890445,0.37246838497924517,0.18798094540124588,0.09722394605105289,0.9027760539489471,0.3986640529251035
VVS Laxman,125,79.1,135,46.7,18,4.6,6,9.9,0.6327999999999999,59.03919089759798,0.058154235145385584,0.1251580278128951,125,69.9477430542622,0.06327966321723488,0.016763099551181524,0.12141899398536568,0.0348112861854159,0.3575943651797002,0.6424056348202998,0.11633959070477748
W Jaffer,78,82.4,78,41.699999999999996,10,4.2,4,6.6,1.0564102564102564,50.606796116504846,0.050970873786407765,0.08009708737864077,78,68.81473647955872,0.054764231435724176,0.017655329043421836,0.10642100617828774,0.01758886038842067,0.22884882108183074,0.7711511789181693,0.12115335625979723
WD Parnell,31,125.7,14,59.9,0,0.0,6,25.6,4.054838709677419,47.65314240254574,0.0,0.20365950676213207,31,78.24942699722293,0.12567331994111186,0.02936246147190829,0.0,0.00036643459142543175,0.5818843050346629,0.41811569496533707,0.09800835495607393
WG Jacks,81,107.7,163,187.9,25,28.9,2,2.2,1.3296296296296297,174.4661095636026,0.2683379758588672,0.020427112349117923,81,144.98252707593855,0.6272248325064721,0.02449575515059752,0.5602571677780592,0.01868816416269696,0.05836317814033692,0.9416368218596631,0.43679456600978805
WP Saha,1028,1220.2,1253,1316.2,169,156.2,54,83.9,1.186964980544747,107.86756269464021,0.12801180134404194,0.06875921980003279,1028,107.37366477030267,0.34456477695676324,0.3252852430649435,0.2672731246243785,0.36570172224257974,0.19645491371437937,0.8035450862856206,0.37818369505429983
Washington Sundar,179,546.0,221,730.7,27,97.9,14,51.5,3.0502793296089385,133.82783882783883,0.1793040293040293,0.09432234432234432,179,125.83466953047724,0.4833136864187868,0.14300005407451466,0.37436507936507946,0.054598754122389154,0.2694924123495552,0.7305075876504448,0.3593208191705824
Y Nagar,105,356.0,133,453.5,17,59.7,8,36.6,3.3904761904761904,127.3876404494382,0.16769662921348316,0.10280898876404494,105,117.65586077088481,0.42184353293396837,0.09162926512734548,0.35013023493360584,0.027482594356907288,0.29373996789727125,0.7062600321027288,0.31433119380290636
Y Venugopal Rao,389,800.1,464,990.5,57,125.8,19,47.6,2.0568123393316196,123.79702537182852,0.15723034620672416,0.0594925634295713,389,120.76992948049528,0.4452481982304296,0.21170172497701834,0.3282779046558575,0.13155001832172958,0.16997875265591797,0.830021247344082,0.3724159374686218
YBK Jaiswal,587,551.6,864,750.8,136,123.2,24,32.5,0.9396933560477002,136.11312545322696,0.2233502538071066,0.05891950688905003,587,133.06022105704923,0.537619365204823,0.14451414048558914,0.46632825719120147,0.2041040674239648,0.16834144825442865,0.8316585517455714,0.42768127804587913
YK Pathan,1293,1756.3,1879,2407.7,255,320.4,54,103.9,1.3583139984532095,137.0893355349314,0.1824289699937368,0.059158458122188694,1293,135.60496427324082,0.5567451035215779,0.47023197966798247,0.3808895767444991,0.4628068889703188,0.16902416606339624,0.8309758339366038,0.5263964905931108
YS Chahal,67,331.40000000000003,28,133.0,0,0.0,4,20.1,4.946268656716418,40.132770066385035,0.0,0.060651780325890164,67,64.528647579008,0.022550916476204386,0.08497809982155412,0.0,0.013558079882740931,0.17329080093111474,0.8267091990688853,0.11072061844409226
YV Takawale,122,123.6,130,119.5,18,15.7,4,5.3,1.0131147540983607,96.68284789644014,0.12702265372168284,0.04288025889967637,122,96.8387419515223,0.26538658100473855,0.02879467906775536,0.2652079042855742,0.03371198241113961,0.12251502542764676,0.8774849745723532,0.24450004867718889
Yashpal Singh,46,89.6,34,69.6,3,6.5,3,7.5,1.9478260869565216,77.67857142857143,0.07254464285714286,0.08370535714285715,46,87.85594227094191,0.19787380606168303,0.01960201157194614,0.15146442099567103,0.005862953462806889,0.23915816326530612,0.7608418367346939,0.1827532145813035
Yuvraj Singh,1074,1436.5,1240,1400.9,161,177.3,49,97.4,1.3375232774674115,97.52175426383572,0.12342499129829447,0.06780368952314654,1074,97.50829203883958,0.27041877430365835,0.3837668306926945,0.2576964212258331,0.38255771344814954,0.1937248272089901,0.8062751727910099,0.36158651334020064
Z Khan,85,393.2,56,266.40000000000003,4,18.7,10,46.4,4.625882352941177,67.75178026449645,0.04755849440488301,0.11800610376398779,85,78.66561107243213,0.12880126922236168,0.1016871248580544,0.09929637165140727,0.02015390252839868,0.3371602964685365,0.6628397035314635,0.1560594441406728
