batter,pressure_balls,pressure_exposure,total_runs,weighted_runs,total_boundaries,weighted_boundaries,dismissals,weighted_dismissals,pressure_avg_score_per_ball,pressure_adjusted_sr_raw,pressure_boundary_rate_raw,pressure_dismissal_rate_raw,reliability_raw,pressure_adjusted_sr_reliable,pressure_adjusted_sr_reliable_norm,pressure_exposure_norm,pressure_boundary_rate_raw_norm,reliability_raw_norm,pressure_dismissal_rate_norm_temp,pressure_dismissal_rate_norm,batter_clutch_index
DR Smith,889,999.4,1280,1245.8,200,192.9,37,67.6,1.1241844769403824,124.65479287572543,0.19301580948569141,0.06764058435061036,889,123.19389461002774,0.46346619463234495,0.2655869788568647,0.4029936143504285,0.31476731403444486,0.1932588124303153,0.8067411875696847,0.4268421316390104
DS Kulkarni,90,417.8,79,359.0,7,35.0,5,20.200000000000003,4.642222222222222,85.92628051699377,0.08377213977979894,0.04834849210148397,90,89.95943870589697,0.21368322923224015,0.10833829016384579,0.17490607366145905,0.021986075485525836,0.13813854886138274,0.8618614511386172,0.2228609172115747
DT Christian,118,258.7,133,312.1,12,30.4,8,27.0,2.192372881355932,120.64166988790106,0.11751063007344414,0.10436799381523,118,113.67067392302657,0.3918917325674155,0.06532201373492673,0.24534795188061526,0.03224624404543789,0.29819426804351423,0.7018057319564858,0.2816407983585081
DW Steyn,94,414.90000000000003,76,335.6,6,28.900000000000002,11,53.6,4.413829787234043,80.88696071342491,0.06965533863581586,0.1291877560858038,94,86.55785055109777,0.1881176301194829,0.10755420970096795,0.14543190400023373,0.023451813851227556,0.36910787453086796,0.630892125469132,0.18517966421261917
Dhruv Jurel,157,486.3,222,705.7,30,102.5,7,28.1,3.097452229299363,145.1161834258688,0.21077524162039893,0.05778326136129961,157,133.54684526646153,0.5412767272634381,0.1268588114421673,0.4400731559892573,0.04653719311102968,0.165095032460856,0.834904967539144,0.39836450231276616
E Lewis,173,220.4,214,241.3,28,34.3,7,7.5,1.2739884393063585,109.48275862068965,0.1556261343012704,0.03402903811252268,173,106.7330646353159,0.3397501652232576,0.05496674417347104,0.32492850464719797,0.05240014657383657,0.09722582317863622,0.9027741768213637,0.29377013028928883
EJG Morgan,581,940.1,673,988.5,84,109.7,28,66.1,1.6180722891566266,105.14838846931178,0.11668971386022764,0.07031166897138602,581,104.52007903798145,0.3231178452453273,0.24955388525387984,0.24363397833241474,0.20190545987541222,0.2008904827753886,0.7991095172246114,0.32589978260254204
F du Plessis,1533,1614.6,2051,2080.3,271,287.8,61,114.1,1.0532289628180038,128.8430571039267,0.1782484825963087,0.07066765762417937,1533,127.84419628086908,0.4984168538126398,0.4319201860163305,0.37216122578441435,0.5507511909124221,0.20190759321194102,0.798092406788059,0.5039968819116534
FY Fazal,36,51.9,22,34.9,2,3.3,3,6.0,1.4416666666666667,67.2447013487476,0.06358381502890173,0.11560693641618497,36,84.67169094012851,0.17394166339973738,0.009408965554534146,0.13275529865125243,0.0021986075485525836,0.3303055326176713,0.6696944673823286,0.1586709911390054
G Gambhir,2116,1270.4,2460,1232.6000000000001,321,170.6,76,85.9,0.6003780718336484,97.02455919395466,0.13428841309823678,0.06761649874055416,2116,97.02905052017738,0.2668168989481656,0.33885794624993243,0.2803779291657126,0.7643825577134481,0.19318999640158327,0.8068100035984167,0.4118934222209685
GC Smith,399,306.3,370,224.6,51,30.6,19,23.8,0.7676691729323308,73.32680378713678,0.09990205680705191,0.07770159973881816,399,75.98741844847153,0.10867255408842691,0.07819174822905965,0.2085833852729054,0.13521436423598387,0.22200457068233756,0.7779954293176624,0.18847657663928233
GD Phillips,33,98.9,55,201.3,8,30.4,3,9.4,2.996969696969697,203.53892821031346,0.307381193124368,0.09504550050556117,33,139.49085305104194,0.5859506011212395,0.02211647650462337,0.6417746729172412,0.0010993037742762918,0.27155857287303187,0.7284414271269681,0.408078774965845
GH Vihari,200,218.8,179,150.9,15,11.2,11,33.4,1.094,68.96709323583181,0.05118829981718464,0.15265082266910418,200,74.61749927785,0.09837653859825701,0.0545341480560212,0.10687496537587947,0.062293880542323196,0.4361452076260119,0.5638547923739881,0.13201825117563626
GJ Bailey,241,412.5,246,471.3,27,51.300000000000004,12,32.4,1.7116182572614107,114.25454545454545,0.12436363636363637,0.07854545454545454,241,111.32749699945565,0.37428092280675707,0.10690531552479317,0.2596561983471075,0.07731769879076585,0.22441558441558437,0.7755844155844156,0.29919795835678403
GJ Maxwell,743,941.2,1134,1264.3,166,187.0,44,86.7,1.266756393001346,134.3285167870803,0.19868253293667656,0.09211644708882277,743,131.98870636203884,0.5295660930597472,0.2498512950846266,0.41482504604051573,0.26126786368633204,0.2631898488252079,0.7368101511747921,0.4368916478173306
Gurkeerat Singh,217,410.9,244,436.0,31,51.8,11,39.6,1.8935483870967742,106.1085422243855,0.1260647359454855,0.09637381357994647,217,104.44385705987936,0.3225449773827114,0.10647271940734332,0.2632078880801198,0.06852326859655551,0.2753537530855613,0.7246462469144387,0.27253683302749837
H Klaasen,237,538.0,363,772.4,43,85.8,12,33.0,2.270042194092827,143.56877323420073,0.15947955390334573,0.06133828996282528,237,135.4939213547098,0.5559105290198206,0.14083707348726543,0.33297397769516734,0.07585196042506412,0.17525225703664363,0.8247477429633564,0.3943302913197517
HC Brook,60,91.6,42,50.800000000000004,6,7.4,5,7.9,1.5266666666666666,55.4585152838428,0.08078602620087337,0.08624454148471616,60,74.44060990297007,0.09704707640598476,0.020142756718758446,0.16867143046182353,0.010993037742762916,0.24641297567061757,0.7535870243293824,0.1451557545697718
HH Gibbs,416,298.8,414,246.5,52,35.0,16,18.5,0.7182692307692308,82.4966532797858,0.11713520749665328,0.06191432396251673,416,84.07631746070179,0.16946696540435657,0.0761639539285135,0.2445641150460428,0.1414437522902162,0.1768980684643335,0.8231019315356665,0.22323095020145084
HH Pandya,762,1454.5,1044,1915.7,140,253.9,40,111.6,1.9087926509186353,131.70849089034033,0.17456170505328292,0.07672739773117909,762,129.58476136790082,0.5114985636551241,0.38863353701400527,0.3644636811567029,0.2682301209234152,0.21922113637479737,0.7807788636252027,0.4553080895393887
HM Amla,132,65.0,151,57.7,18,7.6,6,5.2,0.49242424242424243,88.76923076923077,0.11692307692307692,0.08,132,91.09062985623407,0.2221850166777941,0.01295084626615476,0.24412121212121218,0.037376328325393914,0.22857142857142854,0.7714285714285715,0.21083166413419668
HV Patel,107,440.4,123,511.5,17,71.5,13,59.0,4.115887850467289,116.14441416893733,0.16235240690281563,0.13396911898274297,107,110.11725151829575,0.3651849801495878,0.11444871032282485,0.33897214653345453,0.02821546353975815,0.38276891137926555,0.6172310886207344,0.28576498449745547
Harbhajan Singh,323,1096.0,386,1273.8,53,167.3,31,128.8,3.393188854489164,116.22262773722628,0.15264598540145988,0.11751824817518249,323,113.67524110300329,0.3919260585019635,0.2917049694478992,0.31870631497456325,0.10736533528765115,0.3357664233576642,0.6642335766423357,0.34544552249393096
Harpreet Brar,62,195.8,64,197.3,7,19.3,5,19.6,3.1580645161290324,100.76608784473953,0.09856996935648621,0.10010214504596528,62,99.18262159526775,0.28300267225788023,0.04831557886767966,0.20580214814126974,0.01172590692561378,0.2860061287027579,0.7139938712972421,0.22689278006644475
Harpreet Singh,53,80.4,55,72.4,7,7.5,3,7.0,1.5169811320754718,90.04975124378109,0.09328358208955223,0.08706467661691542,53,93.53002901181104,0.24051901187338853,0.01711458389660953,0.19476481230212575,0.008427995602784904,0.2487562189054726,0.7512437810945274,0.20523382082386668
I Sharma,41,198.3,25,119.2,2,9.8,3,12.299999999999999,4.836585365853659,60.11094301563288,0.04942007060010086,0.06202723146747351,41,80.50005314216578,0.14258853811445826,0.04899151030119505,0.10318311710142274,0.004030780505679737,0.17722066133563857,0.8227793386643614,0.16519373581352384
IK Pathan,479,1131.1000000000001,577,1487.1000000000001,66,183.70000000000002,27,83.7,2.3613778705636745,131.47378657943594,0.16240827513040404,0.07399876226681991,479,128.2361057539621,0.5013623604470782,0.30119504677445524,0.33908879262075275,0.16452913155001833,0.21142503504805685,0.7885749649519431,0.4151841386545323
Iqbal Abdulla,72,283.7,79,307.1,10,42.6,1,5.9,3.9402777777777778,108.24814945364822,0.150158618258724,0.02079661614381389,72,103.72805682753123,0.3171651780206951,0.07208132807008057,0.31351299387957837,0.015390252839868083,0.059418903268039676,0.9405810967319603,0.2846759335034072
Ishan Kishan,1012,1200.9,1402,1474.4,204,210.5,45,72.7,1.1866600790513835,122.77458572737115,0.1752852027645932,0.06053792988591889,1012,121.5714095370958,0.45127194857628194,0.3200670523982047,0.36597425668122646,0.35983876877977283,0.17296551395976822,0.8270344860402318,0.4360975923333268
J Botha,233,254.70000000000002,271,246.8,28,23.5,9,26.7,1.0931330472103005,96.89831173930114,0.0922654102866117,0.10482921083627797,233,96.95499225283852,0.2662602930665573,0.06424052344130213,0.19263899299234993,0.0743862220593624,0.29951203096079415,0.7004879690392058,0.2294548010765608
J Fraser-McGurk,76,68.9,161,178.2,27,33.0,3,2.5,0.9065789473684212,258.63570391872275,0.478955007256894,0.036284470246734396,76,194.58150531840528,1.0,0.01400529930243876,1.0,0.016855991205569805,0.10366991499066969,0.8963300850093303,0.6449624670422562
J Suchith,53,192.0,60,220.9,9,31.5,3,12.600000000000001,3.6226415094339623,115.05208333333334,0.1640625,0.065625,53,106.39530668895927,0.3372116497238081,0.047288163088736276,0.34254261363636374,0.008427995602784904,0.18749999999999997,0.8125,0.2782378838931428
JA Morkel,314,799.6,459,1185.5,57,144.8,15,45.7,2.5464968152866243,148.2616308154077,0.18109054527263632,0.0571535767883942,314,141.25029738553337,0.5991742032946411,0.21156653869031525,0.37809510816014075,0.10406742396482228,0.16329593368112627,0.8367040663188737,0.43797777550655137
JC Archer,76,291.1,116,409.0,15,51.6,8,37.0,3.8302631578947373,140.501545860529,0.17725867399519066,0.12710408794228786,76,123.32598141028843,0.46445893038690333,0.07408208511328612,0.37009462540208,0.016855991205569805,0.3631545369779653,0.6368454630220347,0.32232712797076957
JC Buttler,1199,1329.2,1803,1829.5,264,265.1,49,68.8,1.1085904920767307,137.63918146253386,0.1994432741498646,0.05176045741799578,1199,136.02108466443093,0.5598725741675467,0.35475585356621425,0.41641338148259616,0.42836203737632833,0.14788702119427363,0.8521129788057263,0.5068278110896729
JD Ryder,247,165.1,307,178.0,44,24.4,16,14.7,0.6684210526315789,107.81344639612355,0.14778921865536038,0.08903694730466384,247,106.0298903439012,0.33446525969601393,0.04001514086411074,0.308565974707707,0.07951630633931843,0.25439127801332523,0.7456087219866747,0.274562346406949
JD Unadkat,97,401.90000000000003,113,467.90000000000003,14,61.2,8,39.7,4.143298969072165,116.42199552127394,0.15227668574272207,0.09878079124160238,97,109.89040637999803,0.3634800612697947,0.10403936624668794,0.3179352620507137,0.024551117625503847,0.2822308321188639,0.7177691678811361,0.2893497714968017
JDS Neesham,57,185.9,64,203.0,5,16.2,5,18.1,3.26140350877193,109.19849381387843,0.08714362560516406,0.09736417428725122,57,103.60065719333839,0.3162076699901327,0.04563889039095874,0.18194532739987287,0.009893733968486624,0.278183355106432,0.721816644893568,0.23656836976885554
JEC Franklin,221,324.4,209,326.7,18,33.3,7,15.899999999999999,1.4678733031674207,100.70900123304563,0.10265104808877928,0.049013563501849565,221,100.06511234243256,0.28963528139102934,0.08308549180771102,0.2143229458580877,0.06998900696225724,0.1400387528624273,0.8599612471375727,0.26111412855476296
JH Kallis,1438,1358.8,1493,1425.6,181,191.3,51,73.1,0.944923504867872,104.91610244333236,0.14078598763614955,0.053797468354430375,1438,104.6574673963764,0.32415042636145375,0.36275888173903637,0.293944077216082,0.5159399047270062,0.15370705244122962,0.8462929475587704,0.4083238389397291
JJ Bumrah,46,231.8,36,181.6,4,18.6,5,23.6,5.039130434782609,78.34339948231234,0.08024158757549613,0.10181190681622088,46,88.17450571335944,0.20026805983086315,0.05804899151030119,0.1675347086045965,0.005862953462806889,0.2908911623320596,0.7091088376679404,0.18863755531131005
JJ Roy,220,231.2,342,350.3,54,54.8,7,9.700000000000001,1.0509090909090908,151.51384083044982,0.2370242214532872,0.04195501730103807,220,141.4592635370189,0.6007447475856885,0.0578867679662575,0.4948778441858028,0.0696225723708318,0.1198714780029659,0.8801285219970341,0.42456316731072546
JM Bairstow,745,603.2,1065,795.3,163,126.3,29,28.9,0.8096644295302015,131.84681697612731,0.20938328912466841,0.04791114058355437,745,129.66897461573708,0.5121314921685679,0.15846536527334668,0.4371669278996866,0.26200073286918285,0.13688897309586961,0.8631110269041304,0.42773192172783997
JM Sharma,179,376.2,239,478.2,30,59.8,16,39.0,2.101675977653631,127.11323763955342,0.15895800106326421,0.10366826156299841,179,120.58613847063842,0.44386686484593385,0.09709079111014979,0.33188503858360324,0.054598754122389154,0.2961950330371383,0.7038049669628617,0.32531796976258853
JO Holder,129,368.7,151,392.7,18,45.8,10,37.7,2.858139534883721,106.50935720097641,0.12422023325196636,0.10225115269867102,129,103.91431983922958,0.3185650904351055,0.09506299680960363,0.2593567900321359,0.03627702455111762,0.29214615056763144,0.7078538494323685,0.2615690926666878
JP Duminy,616,794.5,687,930.7,65,95.10000000000001,22,48.6,1.2897727272727273,117.14285714285715,0.11969792322215231,0.06117054751415985,616,115.647081339784,0.4067459822298892,0.21018763856594386,0.24991475484867562,0.21473067057530232,0.17477299289759957,0.8252270071024004,0.3569554351289812
JP Faulkner,212,729.9,302,1077.8,37,137.1,12,45.6,3.4429245283018868,147.6640635703521,0.18783394985614468,0.06247431154952734,212,138.03716660004116,0.5750250089123478,0.19272157032390633,0.3921745195481325,0.06669109563942836,0.17849803299864953,0.8215019670013505,0.4195343566079896
JR Hopes,189,338.9,263,494.1,37,69.8,9,18.1,1.793121693121693,145.79521982885808,0.20596046031277662,0.05340808498082031,189,135.63285656882977,0.5569547359682206,0.08700589412210025,0.43002047622879735,0.058263100036643464,0.15259452851662944,0.8474054714833705,0.3981661567998615
K Goel,122,188.9,97,151.9,9,17.5,7,11.8,1.548360655737705,80.41291688724192,0.09264160931709899,0.06246691371095818,122,85.29844204964914,0.17865218886028533,0.0464500081111772,0.19342445096812488,0.03371198241113961,0.17847689631702335,0.8215231036829767,0.19697365254153693
K Gowtham,112,400.8,178,591.3,23,74.4,9,34.5,3.5785714285714287,147.52994011976045,0.18562874251497008,0.08607784431137724,112,132.00191028215625,0.5296653308607614,0.10374195641594117,0.3875703139176194,0.030047636496885306,0.24593669803250637,0.7540633019674936,0.37066354638641785
K Rabada,126,490.0,126,465.6,15,55.800000000000004,10,49.4,3.888888888888889,95.02040816326532,0.11387755102040817,0.10081632653061225,126,95.64504318674754,0.2564149998806191,0.12785918996377008,0.23776252319109467,0.03517772077684133,0.28804664723032064,0.7119533527696793,0.24027420981716002
KA Pollard,1081,2339.4,1550,3212.5,201,428.4,55,167.1,2.1641073080481035,137.32153543643668,0.18312387791741472,0.07142857142857142,1081,135.54866134313366,0.5563219429052749,0.6278862272211106,0.38234046025787505,0.38512275558812753,0.20408163265306117,0.7959183673469388,0.5428173417179264
KC Sangakkara,522,530.9,599,485.0,74,60.3,30,50.4,1.0170498084291186,91.35430401205501,0.11358071199849312,0.09493313241665097,522,91.86696305347702,0.22801976868051266,0.13891742821608175,0.23714275929382356,0.18028581898131182,0.2712375211904313,0.7287624788095687,0.2544819277376486
KD Karthik,1629,2702.3,2099,3414.2000000000003,271,464.1,84,199.8,1.6588704726826276,126.34422528956814,0.17174258964585723,0.0739370166154757,1629,125.47689051161564,0.4806246968789255,0.7260044341102039,0.35857770989695653,0.5859289116892634,0.21124861890135913,0.7887513810986408,0.5580018969214081
KH Pandya,561,982.7,716,1101.8,96,135.4,33,82.7,1.7516934046345811,112.1196702961229,0.13778365727078457,0.08415589701841864,561,110.90031294340604,0.3710703000542884,0.261071756880982,0.2876755753320321,0.19457676804690363,0.24044542005262465,0.7595545799473753,0.3489357808994896
KK Cooper,39,146.1,62,270.2,9,42.5,5,19.5,3.746153846153846,184.94182067077344,0.29089664613278576,0.13347022587268995,39,135.659406499509,0.5571542794912244,0.034878061969393824,0.6073569369257256,0.0032979113228288753,0.3813435024933998,0.6186564975066002,0.3833012011783117
KK Nair,582,659.9,731,710.0,103,101.2,30,50.5,1.133848797250859,107.59205940293984,0.15335656917714807,0.0765267464767389,582,106.77141573545431,0.34003840377744254,0.17379549018547558,0.32018992776683347,0.20227189446683766,0.21864784707639684,0.7813521529236032,0.32727894817548314
KL Rahul,1753,1842.1000000000001,2310,2181.6,280,262.1,48,89.3,1.0508271534512266,118.43005265729329,0.14228326366646762,0.048477281363661036,1753,117.84184053274058,0.42324131650397,0.4934299464662305,0.29707020807938245,0.6313668010260168,0.13850651818188867,0.8614934818181114,0.4933974154424552
KM Jadhav,542,924.7,588,985.7,68,115.6,28,54.7,1.706088560885609,106.59673407591652,0.12501351789769655,0.059154320320103815,542,105.80470615108595,0.33277282412237685,0.2453901476234251,0.2610130722167059,0.18761451080982045,0.16901234377172517,0.8309876562282749,0.3325800622504422
KP Pietersen,486,488.5,640,509.2,80,56.1,17,25.0,1.0051440329218106,104.23746161719549,0.11484135107471853,0.0511770726714432,486,103.58276589226334,0.31607320285005724,0.12745363110366084,0.2397748208802457,0.16709417368999632,0.14622020763269483,0.8537797923673052,0.29832833578302187
KR Mayers,129,195.1,158,229.2,27,42.5,8,11.2,1.5124031007751937,117.47821629933368,0.21783700666324962,0.05740645822655049,129,111.81925181514069,0.37797684538981113,0.04812631806629535,0.4548172654272092,0.03627702455111762,0.16401845207585852,0.8359815479241415,0.3180783000583467
KS Bharat,108,72.4,142,77.2,15,6.7,4,4.7,0.6703703703703704,106.62983425414365,0.0925414364640884,0.0649171270718232,108,103.65176121356741,0.31659175672690665,0.014951603309360299,0.1932153021932028,0.02858189813118358,0.18547750591949486,0.8145224940805051,0.24434885280934318
KS Williamson,930,1208.8,1077,1402.5,117,164.3,30,57.8,1.2997849462365592,116.02415618795501,0.13591992058239577,0.04781601588352084,930,115.06471574193296,0.4023690486523439,0.32220299572811334,0.28378431903415363,0.32979113228288753,0.13661718823863095,0.8633828117613691,0.40376281748025333
KV Sharma,173,667.8000000000001,210,780.9,23,86.0,12,44.3,3.8601156069364166,116.9362084456424,0.1287810721772986,0.0663372267145852,173,112.51533736947206,0.3832084735059632,0.1759314335153842,0.26887926887926894,0.05240014657383657,0.1895349334702434,0.8104650665297566,0.31770809507640363
Kamran Akmal,50,81.7,75,119.6,14,20.6,4,8.5,1.6340000000000001,146.3892288861689,0.2521419828641371,0.10403916768665851,50,121.80417616604583,0.4530213720960483,0.017466068242037527,0.5264418975557288,0.0073286918285086124,0.2972547648190243,0.7027452351809758,0.33504187441256006
Kuldeep Yadav,149,672.2,106,460.3,9,41.2,6,30.9,4.511409395973154,68.47664385599523,0.06129128235644154,0.045968461767331145,149,75.69837239617803,0.10650014662409735,0.17712107283837128,0.12796876831390372,0.043605716379626236,0.1313384621923747,0.8686615378076253,0.19062659970210524
LA Carseldine,54,44.5,56,39.9,8,5.5,3,1.8,0.8240740740740741,89.66292134831461,0.12359550561797752,0.040449438202247195,54,93.29571081831854,0.2387579271308976,0.00740820851132861,0.2580524344569289,0.008794430194210332,0.11556982343499198,0.884430176565008,0.22545485990879646
LA Pomersbach,166,170.1,183,167.3,21,14.3,8,15.3,1.024698795180723,98.35390946502058,0.0840681951793063,0.08994708994708996,166,98.09122751615534,0.2747999909717115,0.04136700373114151,0.17552420145012745,0.04983510443385855,0.25699168556311414,0.7430083144368859,0.2262981244611994
LMP Simmons,327,355.7,416,383.6,59,51.5,9,12.6,1.0877675840978593,107.84368850154627,0.1447849311217318,0.03542310936182176,327,106.43459499284288,0.33750693209815763,0.09154815335532364,0.30229338649355525,0.10883107365335287,0.10120888389091931,0.8987911161090807,0.3048601841432721
LR Shukla,149,325.9,137,257.7,14,27.7,12,31.8,2.1872483221476506,79.0733353789506,0.08499539736115373,0.0975759435409635,149,83.63257861185818,0.16613192041830005,0.08349105066782025,0.1774600872176816,0.043605716379626236,0.27878841011703853,0.7212115898829614,0.1884320078287764
LRPL Taylor,554,837.7,709,1011.0,81,110.9,26,60.5,1.5120938628158846,120.68759699176314,0.13238629580995584,0.07222155903067924,554,118.74484255916046,0.43002808396518877,0.2218677337370897,0.2764065388274533,0.1920117259069256,0.20634731151622637,0.7936526884837736,0.36601278889202765
LS Livingstone,247,450.7,408,727.2,57,107.0,14,34.2,1.8246963562753036,161.34901264699357,0.23740847570445975,0.07588196139338807,247,150.55273500371564,0.6690893076797336,0.11723354782890824,0.4956801204859782,0.07951630633931843,0.21680560398110874,0.7831943960188913,0.45568133626335877
Lalit Yadav,229,488.90000000000003,244,494.6,28,62.900000000000006,10,38.5,2.134934497816594,101.16588259357742,0.1286561669052976,0.07874821026794845,229,100.45857808682928,0.2925924846231892,0.1275617801330233,0.26861848181136383,0.07292048369366068,0.2249948864798527,0.7750051135201473,0.2712807060536488
M Kaif,162,231.5,172,233.4,20,30.9,8,17.3,1.4290123456790123,100.82073434125269,0.13347732181425484,0.07473002159827215,162,99.97129780933525,0.2889301916991064,0.05796787973827935,0.27868446887885334,0.04836936606815683,0.21351434742363468,0.7864856525763653,0.25487229312698645
M Kartik,36,147.6,35,136.20000000000002,2,5.2,1,5.9,4.1,92.27642276422766,0.03523035230352304,0.03997289972899729,36,95.1500859512597,0.2526950086046065,0.03528362082950305,0.07355670526402236,0.0021986075485525836,0.11420828493999224,0.8857917150600078,0.20807719603563024
M Manhas,285,445.8,292,453.8,29,44.4,12,34.3,1.5642105263157895,101.79452669358457,0.09959623149394346,0.0769403319874383,285,101.11163068647086,0.2975006863813666,0.1159087222192181,0.2079448590888699,0.09344082081348479,0.2198295199641094,0.7801704800358906,0.26540691898533253
M Morkel,73,338.0,116,554.3000000000001,15,73.8,7,31.1,4.63013698630137,163.9940828402367,0.2183431952662722,0.09201183431952663,73,136.8497904035237,0.5661009468405277,0.08676255880603471,0.45587412587412596,0.015756687431293513,0.26289095519864747,0.7371090448013525,0.3882484169733662
M Rawat,56,225.8,49,201.70000000000002,5,22.200000000000003,2,5.9,4.0321428571428575,89.32683790965457,0.09831709477413642,0.02612931798051373,56,93.04961410600748,0.2369083175945299,0.056426756069864276,0.2052741766647879,0.009527299377061196,0.07465519423003922,0.9253448057699608,0.23080338023505828
M Shahrukh Khan,117,346.2,163,453.4,21,56.0,8,24.2,2.9589743589743587,130.96476025418832,0.16175621028307338,0.06990179087232813,117,120.86127617985731,0.4459347402190206,0.08897961390796517,0.3377273602576896,0.031879809454012455,0.19971940249236605,0.8002805975076339,0.33163895407671995
M Vijay,1018,796.7,1117,674.6,139,84.6,44,61.300000000000004,0.7826129666011788,84.67428141081963,0.10618802560562318,0.07694238734780971,1018,85.26158674954169,0.17837519241484623,0.2107824582274374,0.22170772618871026,0.36203737632832544,0.21983539242231342,0.7801646075776866,0.27908479474674996
M Vohra,393,391.5,534,470.3,75,64.7,23,28.3,0.9961832061068703,120.12771392081738,0.1652618135376756,0.07228607918263091,393,117.54209422839135,0.4209884882649867,0.10122749148326395,0.34504663493169246,0.1330157566874313,0.20653165480751687,0.7934683451924831,0.3396970868647643
MA Agarwal,1069,1035.7,1387,1228.1,187,174.6,57,80.7,0.9688493919550982,118.57680795597179,0.16858163560876702,0.07791831611470502,1069,117.6224878259428,0.4215927091149837,0.27540150327150814,0.35197802101345604,0.38072554049102236,0.22262376032772863,0.7773762396722714,0.41136054249319404
MA Starc,56,231.70000000000002,61,263.20000000000005,7,30.900000000000002,4,18.0,4.1375,113.595166163142,0.13336210617177385,0.07768666378938281,56,105.87061771162348,0.33326820112185906,0.05802195425296058,0.2784439125828855,0.009527299377061196,0.22196189654109372,0.7780381034589063,0.2659111634392184
MC Henriques,235,281.7,271,287.6,33,34.3,13,30.1,1.1987234042553192,102.09442669506568,0.1217607383741569,0.1068512602058928,235,101.23911033556692,0.2984587957865945,0.07154058292326826,0.25422166284786096,0.07511909124221326,0.3052893148739794,0.6947106851260205,0.2525638165254046
MC Juneja,65,118.9,71,132.1,8,16.7,3,8.7,1.8292307692307692,111.10176619007568,0.14045416316232126,0.07317073170731707,65,105.06583456218311,0.32721962544632754,0.027523927972746443,0.29325126793587686,0.012825210699890071,0.2090592334494773,0.7909407665505227,0.2613981842234976
MD Mishra,128,137.8,149,157.3,23,23.3,9,13.6,1.0765625,114.15094339622642,0.16908563134978227,0.09869375907111755,128,109.39481419670292,0.3597552978637184,0.03263396961012275,0.3530303030303031,0.035910589959692193,0.2819821687746215,0.7180178312253784,0.280571830138549
MEK Hussey,592,488.6,664,437.0,86,58.9,21,30.2,0.8253378378378379,89.4392140810479,0.12054850593532541,0.061809250920998766,592,90.04512602535279,0.21432723654840025,0.12748066836100144,0.25169066845284616,0.20593624038109198,0.17659785977428216,0.8234021402257179,0.2622112786392229
MF Maharoof,61,163.5,80,219.6,11,32.0,4,10.7,2.680327868852459,134.3119266055046,0.19571865443425077,0.0654434250764526,61,117.60345671380105,0.42144967540204015,0.0395825447466609,0.40863682698545095,0.011359472334188348,0.18698121450415026,0.8130187854958497,0.32079770255767914
MG Johnson,64,331.7,67,334.40000000000003,7,33.4,7,34.5,5.1828125,100.81398854386497,0.10069339764847754,0.10400964727163099,64,99.23729332546927,0.2834135731293337,0.08505921159357595,0.21023560902970012,0.01245877610846464,0.2971704207760885,0.7028295792239114,0.23406438726356454
MJ Clarke,78,71.1,82,69.3,11,11.6,5,4.2,0.9115384615384615,97.46835443037976,0.16315049226441633,0.059071729957805914,78,97.37099857707625,0.2693869064100416,0.014600118963932297,0.3406384520308572,0.01758886038842067,0.16877637130801687,0.8312236286919832,0.24753124608889313
MJ Guptill,49,27.0,88,30.1,16,6.1,2,1.5,0.5510204081632653,111.4814814814815,0.22592592592592592,0.05555555555555555,49,104.27827035241144,0.3213004635883081,0.0026766884767209214,0.47170594837261515,0.006962257237083181,0.1587301587301587,0.8412698412698413,0.28498273809910635
MJ Lumb,112,88.6,173,117.9,34,24.1,4,5.300000000000001,0.7910714285714285,133.06997742663657,0.2720090293453725,0.0598194130925508,112,122.00489903752737,0.45452996168171533,0.019331638998539985,0.5679218824817022,0.030047636496885306,0.1709126088358594,0.8290873911641405,0.3582824794355963
MJ McClenaghan,46,183.3,63,244.8,9,35.6,8,32.1,3.9847826086956526,133.55155482815059,0.19421713038734315,0.17512274959083468,46,114.62841348324025,0.39908989546562124,0.04493592170010274,0.4055018267784226,0.005862953462806889,0.5003507131166705,0.49964928688332955,0.2802927882507864
MJ Santner,59,144.8,55,139.9,6,14.399999999999999,5,16.5,2.4542372881355936,96.6160220994475,0.09944751381215468,0.11395027624309391,59,96.89267409324349,0.2657919232895154,0.034526577623965826,0.20763435459568058,0.010626603151337488,0.32557221783741114,0.6744277821625888,0.2134040067189109
MK Lomror,115,238.4,155,325.40000000000003,19,47.1,11,33.7,2.0730434782608698,136.49328859060404,0.19756711409395974,0.14135906040268456,115,124.59202642554912,0.47397425024512707,0.0598334504947818,0.41249618669920696,0.031146940271161598,0.40388302972195583,0.5961169702780442,0.32771455627036694
MK Pandey,1770,2058.7,2024,2283.4,232,275.9,71,108.6,1.1631073446327682,110.91465487929277,0.13401661242531696,0.052751736532763396,1770,110.53840401573865,0.36835027101520024,0.5519926458660033,0.2798104423061921,0.6375961890802492,0.15071924723646682,0.8492807527635332,0.4802777075636003
MK Tiwary,731,983.5,805,1112.4,99,150.4,33,71.0,1.3454172366621067,113.10625317742758,0.15292323335027963,0.07219115404168785,731,112.08915140204313,0.3800053521711837,0.2612880549397069,0.31928517508588694,0.25687064858922687,0.20626044011910813,0.7937395598808918,0.3700570813957711
